date,hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL
30/07/2016,17,11582,1446,4370,617,61,39
30/07/2016,18,11708,1438,4323,585,35,39
30/07/2016,19,11722,1442,3924,563,12,39
30/07/2016,20,11714,1448,4065,527,2,39
30/07/2016,21,11713,1455,3982,614,1,39
30/07/2016,22,11733,1065,3739,738,1,39
30/07/2016,23,11739,556,3498,690,0,39
30/07/2016,24,11753,471,3108,694,0,39
31/07/2016,1,11751,475,2792,642,0,38
31/07/2016,2,11753,475,2619,430,0,38
31/07/2016,3,11610,474,2600,257,0,38
31/07/2016,4,11433,474,2521,258,0,38
31/07/2016,5,11163,475,2579,457,1,38
31/07/2016,6,11162,472,2607,486,2,38
31/07/2016,7,11236,469,2657,427,8,38
31/07/2016,8,11601,473,2718,416,27,38
31/07/2016,9,11768,474,3040,290,67,38
31/07/2016,10,11772,573,3142,161,70,38
31/07/2016,11,11768,978,3307,175,107,39
31/07/2016,12,11764,1314,3233,144,77,39
31/07/2016,13,11755,1514,3323,271,96,39
31/07/2016,14,11710,1585,3594,304,128,39
31/07/2016,15,11750,1875,3837,281,123,39
31/07/2016,16,11752,2065,3847,317,66,40
31/07/2016,17,11758,1941,4149,334,37,39
31/07/2016,18,11758,1830,3877,392,39,39
31/07/2016,19,11757,1291,4033,366,14,39
31/07/2016,20,11750,1201,4321,354,2,40
31/07/2016,21,11836,1042,4157,291,0,39
31/07/2016,22,11863,966,3878,248,0,39
31/07/2016,23,11856,570,3566,202,0,39
31/07/2016,24,11863,469,3472,219,0,39
01/08/2016,1,11866,470,3109,225,0,39
01/08/2016,2,11750,472,2719,167,0,40
01/08/2016,3,11578,470,2563,182,0,39
01/08/2016,4,11579,471,2560,152,0,35
01/08/2016,5,11570,478,2584,197,1,35
01/08/2016,6,11569,487,2618,188,3,35
01/08/2016,7,11565,579,2699,190,12,35
01/08/2016,8,11700,732,2829,183,47,35
01/08/2016,9,11820,885,3168,172,86,35
01/08/2016,10,11823,1062,3681,124,142,35
01/08/2016,11,11828,1293,3569,151,134,35
01/08/2016,12,11830,1474,3726,154,142,35
01/08/2016,13,11859,1659,3635,162,121,35
01/08/2016,14,11852,1896,3973,150,107,35
01/08/2016,15,11842,2284,3972,188,130,35
01/08/2016,16,11830,2555,4081,250,144,35
01/08/2016,17,11824,2585,4406,248,111,35
01/08/2016,18,11819,2563,4556,285,67,35
01/08/2016,19,11824,2593,4870,233,17,35
01/08/2016,20,11824,2517,4731,186,1,35
01/08/2016,21,11823,2685,4348,226,0,35
01/08/2016,22,11826,2527,3760,191,0,35
01/08/2016,23,11848,1495,3557,112,0,35
01/08/2016,24,11889,677,3229,119,0,35
02/08/2016,1,11891,517,2703,106,0,37
02/08/2016,2,11896,530,2640,77,0,38
02/08/2016,3,11900,514,2742,90,0,38
02/08/2016,4,11901,553,2593,83,0,51
02/08/2016,5,11676,573,2881,115,1,59
02/08/2016,6,11604,773,2896,231,4,67
02/08/2016,7,11760,1310,2834,346,21,71
02/08/2016,8,11901,1543,3027,285,79,70
02/08/2016,9,11874,2023,3865,110,133,70
02/08/2016,10,11887,2690,4118,97,163,70
02/08/2016,11,11890,3113,4117,156,174,70
02/08/2016,12,11903,3452,3891,206,177,71
02/08/2016,13,10994,2430,4006,155,232,0
02/08/2016,14,11873,4107,3984,385,149,71
02/08/2016,15,11865,4116,4209,368,153,78
02/08/2016,16,11855,3809,4489,371,126,82
02/08/2016,17,11851,3721,4697,265,113,84
02/08/2016,18,11849,3940,4758,190,61,75
02/08/2016,19,11852,3910,4805,149,17,76
02/08/2016,20,11849,4054,4342,186,0,75
02/08/2016,21,11859,3258,3844,231,0,77
02/08/2016,22,11865,2734,3347,301,0,71
02/08/2016,23,11876,1690,3194,297,0,61
02/08/2016,24,11889,1113,3001,233,0,58
03/08/2016,1,11900,968,2994,212,0,55
03/08/2016,2,11927,735,2817,209,0,55
03/08/2016,3,11915,739,2581,196,0,55
03/08/2016,4,11933,735,2500,156,0,53
03/08/2016,5,11928,847,2555,112,0,61
03/08/2016,6,11934,1132,2549,169,5,67
03/08/2016,7,11933,1576,2908,225,23,70
03/08/2016,8,11931,2238,3178,145,69,71
03/08/2016,9,11915,3197,3486,81,133,71
03/08/2016,10,11905,3775,3763,109,166,69
03/08/2016,11,11897,4231,4023,142,180,67
03/08/2016,12,11895,4454,4142,148,163,67
03/08/2016,13,10994,2430,4006,155,232,0
03/08/2016,14,11772,4624,4034,187,178,77
03/08/2016,15,11854,4295,4114,213,173,88
03/08/2016,16,11845,3950,4557,230,156,93
03/08/2016,17,11854,3921,4492,212,128,93
03/08/2016,18,11915,4032,4555,186,68,92
03/08/2016,19,11920,4246,4460,112,16,96
03/08/2016,20,11920,3982,4438,96,1,92
03/08/2016,21,11931,3464,4143,149,0,82
03/08/2016,22,11936,3255,3623,197,0,68
03/08/2016,23,11456,3146,3333,237,0,59
03/08/2016,24,11119,2435,2993,260,0,54
04/08/2016,1,11144,1591,3036,347,0,50
04/08/2016,2,11156,1123,3003,381,0,51
04/08/2016,3,11158,1150,2967,396,0,52
04/08/2016,4,11169,1123,2867,368,0,52
04/08/2016,5,11168,1463,2839,437,0,57
04/08/2016,6,11168,2131,2611,576,4,65
04/08/2016,7,11161,2653,2869,498,25,69
04/08/2016,8,11156,2905,3053,390,88,69
04/08/2016,9,11137,3728,3313,285,153,70
04/08/2016,10,11089,4538,3683,232,206,70
04/08/2016,11,11118,4296,3942,240,228,78
04/08/2016,12,11103,4312,3898,243,229,78
04/08/2016,13,11048,4462,3945,323,228,69
04/08/2016,14,11051,4431,4027,410,208,89
04/08/2016,15,11053,4233,4229,520,188,96
04/08/2016,16,11073,4492,4510,577,170,93
04/08/2016,17,11095,4376,4758,581,113,93
04/08/2016,18,11088,4130,4696,564,54,92
04/08/2016,19,11087,3912,4525,546,14,93
04/08/2016,20,11076,3865,4202,637,2,85
04/08/2016,21,11048,3891,3901,965,2,81
04/08/2016,22,11051,3509,3531,1385,0,73
04/08/2016,23,11067,2518,3188,1675,0,60
04/08/2016,24,11061,1486,2661,1884,0,54
05/08/2016,1,11062,891,2622,2084,0,54
05/08/2016,2,11047,810,2761,1976,0,55
05/08/2016,3,11040,820,3063,1835,0,54
05/08/2016,4,11052,1027,3028,1685,0,54
05/08/2016,5,11016,1334,2797,1629,1,59
05/08/2016,6,10996,1956,2482,1367,2,65
05/08/2016,7,10992,2704,2712,1234,21,71
05/08/2016,8,10978,3079,3213,1215,68,71
05/08/2016,9,10969,4124,3595,1162,141,66
05/08/2016,10,10950,4457,3848,1341,174,77
05/08/2016,11,10956,4293,3910,1714,175,83
05/08/2016,12,10966,3980,4061,2076,180,97
05/08/2016,13,10994,2430,4006,155,232,0
05/08/2016,14,10935,3428,3945,2023,202,100
05/08/2016,15,10917,3502,3987,1706,182,99
05/08/2016,16,10914,3720,4341,1888,134,98
05/08/2016,17,10926,3713,4675,1585,86,97
05/08/2016,18,10988,4075,4646,1400,29,100
05/08/2016,19,10979,4395,4428,1342,19,96
05/08/2016,20,10981,4614,4026,1202,3,75
05/08/2016,21,10998,4695,3930,1095,1,74
05/08/2016,22,10532,4306,3633,1078,0,72
05/08/2016,23,10211,2803,3382,1260,0,59
05/08/2016,24,10217,1751,2972,1258,0,48
06/08/2016,1,10222,1230,3032,1235,0,35
06/08/2016,2,10223,1016,2885,1136,0,35
06/08/2016,3,10230,796,2900,929,0,35
06/08/2016,4,10235,776,2859,895,0,35
06/08/2016,5,10242,878,2953,970,1,35
06/08/2016,6,10259,934,2657,908,5,35
06/08/2016,7,10267,1049,2638,635,21,35
06/08/2016,8,10278,1375,2809,643,77,35
06/08/2016,9,10285,2267,3092,620,135,35
06/08/2016,10,10299,2875,3480,609,179,35
06/08/2016,11,10334,2963,3598,688,186,35
06/08/2016,12,10417,3108,3678,716,173,35
06/08/2016,13,10484,3122,3773,796,176,35
06/08/2016,14,10473,3137,3878,840,187,35
06/08/2016,15,10436,2991,4076,826,170,35
06/08/2016,16,10462,3062,4473,737,153,35
06/08/2016,17,10456,3560,4582,736,109,35
06/08/2016,18,10433,4105,4386,688,63,35
06/08/2016,19,10426,3821,4268,612,15,35
06/08/2016,20,10541,3152,4167,464,1,35
06/08/2016,21,10796,2360,3972,520,0,35
06/08/2016,22,10878,1892,3605,576,0,35
06/08/2016,23,10884,1417,3305,666,0,35
06/08/2016,24,10897,944,2867,649,0,35
07/08/2016,1,10916,798,2773,674,0,35
07/08/2016,2,10940,812,2750,792,0,35
07/08/2016,3,10932,807,2546,700,0,35
07/08/2016,4,10947,793,2471,713,0,35
07/08/2016,5,10756,768,2511,565,1,36
07/08/2016,6,10825,779,2597,410,1,35
07/08/2016,7,10870,772,2745,533,27,35
07/08/2016,8,11119,767,2873,514,90,35
07/08/2016,9,11201,804,3319,485,161,35
07/08/2016,10,11204,857,3426,452,209,35
07/08/2016,11,11197,997,3642,482,202,35
07/08/2016,12,11194,1258,3688,591,193,35
07/08/2016,13,10994,2430,4006,155,232,0
07/08/2016,14,11189,1605,3785,885,196,35
07/08/2016,15,11202,1766,3779,1008,199,35
07/08/2016,16,11207,2227,3964,999,181,35
07/08/2016,17,11205,2420,4317,866,124,35
07/08/2016,18,11204,2542,4305,686,53,35
07/08/2016,19,11203,2234,4472,505,16,35
07/08/2016,20,11182,2224,4168,380,1,35
07/08/2016,21,11170,2110,4044,340,0,35
07/08/2016,22,11191,1756,3593,348,0,35
07/08/2016,23,11203,1102,3399,401,0,44
07/08/2016,24,11241,903,3067,428,0,48
08/08/2016,1,11286,870,2813,385,0,47
08/08/2016,2,11311,869,2628,397,0,47
08/08/2016,3,11330,870,2460,377,0,48
08/08/2016,4,11352,877,2468,347,0,51
08/08/2016,5,11332,889,2552,460,1,56
08/08/2016,6,11312,930,2619,559,3,57
08/08/2016,7,11304,1241,3092,546,27,65
08/08/2016,8,11284,1803,3210,230,93,65
08/08/2016,9,11258,2320,3360,75,162,65
08/08/2016,10,11243,2902,3632,52,212,65
08/08/2016,11,11212,3292,3716,58,200,68
08/08/2016,12,11200,3175,3867,117,180,66
08/08/2016,13,11182,3126,3859,226,186,66
08/08/2016,14,11170,3377,3942,328,196,66
08/08/2016,15,11190,3804,3922,450,206,66
08/08/2016,16,11245,3731,4276,475,175,66
08/08/2016,17,11290,4037,4494,417,136,70
08/08/2016,18,11321,4200,4276,408,66,78
08/08/2016,19,11327,4234,4276,349,15,71
08/08/2016,20,11321,3771,4159,343,2,66
08/08/2016,21,11314,3406,4082,432,1,66
08/08/2016,22,11308,2651,3211,543,1,66
08/08/2016,23,11292,1924,3044,466,1,57
08/08/2016,24,11284,1346,2678,685,1,52
09/08/2016,1,11300,976,2623,792,1,48
09/08/2016,2,11294,945,2451,1128,1,47
09/08/2016,3,11288,944,2407,1070,1,48
09/08/2016,4,11286,944,2539,807,1,49
09/08/2016,5,11263,964,2733,1040,2,56
09/08/2016,6,11238,1056,2824,1150,7,62
09/08/2016,7,11242,1228,3067,1101,27,65
09/08/2016,8,11228,1668,3271,688,85,67
09/08/2016,9,11261,2439,3751,380,149,66
09/08/2016,10,11275,3112,3631,293,211,67
09/08/2016,11,11318,3391,3876,301,224,67
09/08/2016,12,11322,3679,3954,353,228,67
09/08/2016,13,11331,4167,4157,442,221,67
09/08/2016,14,11337,4665,3985,454,218,72
09/08/2016,15,11327,4630,4150,390,204,74
09/08/2016,16,11299,4704,4123,282,148,71
09/08/2016,17,11236,4437,4001,240,90,69
09/08/2016,18,11222,4025,3941,255,48,69
09/08/2016,19,11204,4010,4042,190,17,70
09/08/2016,20,11180,4412,4027,248,1,76
09/08/2016,21,11175,4309,4010,322,1,87
09/08/2016,22,11151,4008,3760,426,0,81
09/08/2016,23,11160,3190,3411,503,0,62
09/08/2016,24,11163,2254,3360,567,0,67
10/08/2016,1,11163,1916,3160,625,0,54
10/08/2016,2,11167,1860,3147,616,0,47
10/08/2016,3,11174,1944,3140,483,0,51
10/08/2016,4,11172,1914,3150,315,0,50
10/08/2016,5,11161,1853,3006,246,1,54
10/08/2016,6,11151,2123,3025,209,3,64
10/08/2016,7,11139,2541,3128,202,10,68
10/08/2016,8,11137,3505,3412,96,47,67
10/08/2016,9,11147,4210,3645,51,89,67
10/08/2016,10,11153,4698,3719,74,113,68
10/08/2016,11,11153,5159,3734,95,141,69
10/08/2016,12,11156,5110,3676,175,176,73
10/08/2016,13,11148,5115,3692,291,195,73
10/08/2016,14,11135,5094,3987,331,203,87
10/08/2016,15,11124,5069,4366,347,212,98
10/08/2016,16,11114,5602,4405,276,164,98
10/08/2016,17,11113,5754,4372,201,108,98
10/08/2016,18,11141,5761,4334,222,46,97
10/08/2016,19,11124,5861,4258,218,14,98
10/08/2016,20,11099,5590,4395,318,2,97
10/08/2016,21,11082,6083,4131,248,0,94
10/08/2016,22,11092,5568,3754,127,0,85
10/08/2016,23,10648,4910,3473,145,0,75
10/08/2016,24,10297,4589,3043,164,1,77
11/08/2016,1,10310,3921,2881,176,0,78
11/08/2016,2,10301,3404,2891,180,0,83
11/08/2016,3,10283,2932,2878,155,0,90
11/08/2016,4,10267,2800,2812,171,0,89
11/08/2016,5,10263,2974,2793,190,3,69
11/08/2016,6,10263,3385,2887,229,5,69
11/08/2016,7,10251,4230,2902,236,20,78
11/08/2016,8,10206,5016,3015,192,74,78
11/08/2016,9,9861,5765,3582,205,142,83
11/08/2016,10,9857,6462,3547,296,187,85
11/08/2016,11,9878,6319,3740,488,205,87
11/08/2016,12,9871,6342,3905,544,214,80
11/08/2016,13,9848,6530,4192,589,223,87
11/08/2016,14,9831,6243,4266,756,189,84
11/08/2016,15,9836,6396,4103,838,180,83
11/08/2016,16,9822,5977,4465,749,144,83
11/08/2016,17,9841,6376,4589,957,93,82
11/08/2016,18,9840,6775,4733,829,35,81
11/08/2016,19,9851,6692,4561,887,11,80
11/08/2016,20,9851,6556,4321,934,2,78
11/08/2016,21,9847,6509,3781,1119,1,75
11/08/2016,22,9839,5563,3527,1541,0,76
11/08/2016,23,9835,5024,3449,1600,0,57
11/08/2016,24,9816,4377,3008,1931,0,55
12/08/2016,1,9806,3837,2896,1880,0,64
12/08/2016,2,9786,3780,2813,2022,2,69
12/08/2016,3,9765,3512,2702,1977,3,69
12/08/2016,4,9770,3618,2659,2009,3,72
12/08/2016,5,9775,3911,2647,1906,4,72
12/08/2016,6,9782,4141,2709,1725,6,75
12/08/2016,7,9795,4757,3023,1593,18,84
12/08/2016,8,9801,5243,3199,1479,61,84
12/08/2016,9,9802,5711,3381,1497,132,84
12/08/2016,10,9799,5883,3652,1596,159,89
12/08/2016,11,9824,6184,3674,1754,195,104
12/08/2016,12,9827,6075,3826,1804,187,106
12/08/2016,13,9844,6561,4204,1676,205,106
12/08/2016,14,9850,6672,4277,1608,147,105
12/08/2016,15,9844,6603,4239,1623,158,105
12/08/2016,16,9830,6505,4469,1460,171,97
12/08/2016,17,9826,6705,4271,1440,114,95
12/08/2016,18,9831,6323,4331,997,41,96
12/08/2016,19,9848,6197,4154,591,8,93
12/08/2016,20,9857,6405,4111,398,1,85
12/08/2016,21,9823,6400,3648,336,2,84
12/08/2016,22,9134,6267,3486,375,0,84
12/08/2016,23,9145,5277,3376,347,0,64
12/08/2016,24,9170,4696,3275,271,0,49
13/08/2016,1,9185,4422,2894,330,0,47
13/08/2016,2,9196,4088,2818,406,0,47
13/08/2016,3,9201,3684,2630,505,0,47
13/08/2016,4,9216,3406,2722,568,0,47
13/08/2016,5,9512,3718,2857,561,0,47
13/08/2016,6,9560,3470,2684,670,2,47
13/08/2016,7,9528,3493,2701,725,8,47
13/08/2016,8,9511,3633,2804,1138,31,46
13/08/2016,9,9491,4039,3302,1492,56,46
13/08/2016,10,9626,4328,3559,1966,100,46
13/08/2016,11,9653,4023,3733,2047,132,46
13/08/2016,12,9662,4510,3983,1912,158,46
13/08/2016,13,9664,4653,3676,2028,178,46
13/08/2016,14,9662,3786,3702,2185,164,46
13/08/2016,15,10086,3333,3742,2231,134,46
13/08/2016,16,10264,3240,3686,2467,99,46
13/08/2016,17,10383,3404,4299,2160,41,46
13/08/2016,18,10406,3274,3999,1855,22,47
13/08/2016,19,10443,3097,4128,1685,5,48
13/08/2016,20,10443,3108,4078,1409,1,47
13/08/2016,21,10561,3145,3690,1161,0,47
13/08/2016,22,10626,2692,3482,1246,0,47
13/08/2016,23,10738,1955,3129,1302,0,47
13/08/2016,24,10863,1375,2812,1041,0,47
14/08/2016,1,10968,1007,3101,732,0,47
14/08/2016,2,10982,925,3001,694,0,49
14/08/2016,3,11017,918,2764,539,0,47
14/08/2016,4,11033,921,2834,374,0,47
14/08/2016,5,11070,928,2746,321,2,47
14/08/2016,6,11094,963,2619,255,2,47
14/08/2016,7,11099,1214,2626,164,20,47
14/08/2016,8,11105,1429,2928,266,51,47
14/08/2016,9,11125,1911,3446,431,116,47
14/08/2016,10,11132,2461,3655,423,136,47
14/08/2016,11,11136,3019,3775,365,152,47
14/08/2016,12,11143,3160,3802,346,158,48
14/08/2016,13,11153,3333,3579,398,156,48
14/08/2016,14,11103,3370,3803,475,142,47
14/08/2016,15,11129,3380,3821,436,121,47
14/08/2016,16,11152,3327,4031,390,101,48
14/08/2016,17,11152,3282,4293,309,70,48
14/08/2016,18,11146,3347,4254,217,43,47
14/08/2016,19,11164,3139,4185,136,14,47
14/08/2016,20,11175,3121,4066,70,1,47
14/08/2016,21,11177,3381,3586,35,0,47
14/08/2016,22,11206,3084,3363,44,0,47
14/08/2016,23,11268,1920,3070,99,0,61
14/08/2016,24,11281,1143,2633,98,0,67
15/08/2016,1,11295,895,2762,59,0,68
15/08/2016,2,11297,853,2803,48,0,88
15/08/2016,3,11306,883,2751,57,0,114
15/08/2016,4,11319,958,2811,34,0,109
15/08/2016,5,11304,1321,2808,47,1,111
15/08/2016,6,11288,1837,2460,45,2,118
15/08/2016,7,11254,2615,2597,95,23,139
15/08/2016,8,11235,3036,2837,104,61,145
15/08/2016,9,11255,3400,3231,59,101,147
15/08/2016,10,11253,3967,3480,94,123,133
15/08/2016,11,11240,4499,3435,122,136,125
15/08/2016,12,11234,4414,3525,192,155,125
15/08/2016,13,10994,2430,4006,155,232,0
15/08/2016,14,11233,4182,4046,438,157,126
15/08/2016,15,11288,4510,3962,483,144,124
15/08/2016,16,11310,4179,4440,368,122,123
15/08/2016,17,11283,4060,4428,226,60,124
15/08/2016,18,11253,4044,4317,192,36,126
15/08/2016,19,11237,4033,4171,166,9,126
15/08/2016,20,11279,4016,3904,208,0,126
15/08/2016,21,11341,3800,3487,280,0,125
15/08/2016,22,11371,3524,3116,398,0,124
15/08/2016,23,11409,2527,2796,357,0,114
15/08/2016,24,11413,1794,2774,363,0,106
16/08/2016,1,11343,1138,3008,372,0,105
16/08/2016,2,11276,1004,2986,474,0,106
16/08/2016,3,11232,1004,2865,707,0,107
16/08/2016,4,11206,1007,2729,689,0,109
16/08/2016,5,11207,1076,2852,908,0,112
16/08/2016,6,11204,1216,2594,1481,1,120
16/08/2016,7,11221,1399,2725,1904,4,124
16/08/2016,8,11232,1613,2740,2082,20,124
16/08/2016,9,11261,1844,3102,2572,39,125
16/08/2016,10,11296,2136,3256,2658,67,124
16/08/2016,11,11282,2477,3151,2681,117,125
16/08/2016,12,11249,2749,3344,2789,111,124
16/08/2016,13,11220,3002,3731,2614,126,123
16/08/2016,14,11236,2801,3846,2555,101,122
16/08/2016,15,11237,2733,3695,2104,86,119
16/08/2016,16,11229,2823,4306,2208,80,108
16/08/2016,17,11252,2999,4279,1851,69,126
16/08/2016,18,11261,3052,4217,1525,37,123
16/08/2016,19,11229,3272,3974,990,10,124
16/08/2016,20,11170,3494,3801,614,0,124
16/08/2016,21,11184,3490,3636,395,0,131
16/08/2016,22,11209,3128,3507,268,0,120
16/08/2016,23,11239,2061,2925,220,0,121
16/08/2016,24,11284,1338,2721,176,0,116
17/08/2016,1,11348,1203,2616,218,0,115
17/08/2016,2,11356,1165,2387,112,0,114
17/08/2016,3,11338,1167,2426,156,0,115
17/08/2016,4,11300,1330,2441,105,0,116
17/08/2016,5,11290,1642,2484,148,0,115
17/08/2016,6,11271,1941,2658,342,0,122
17/08/2016,7,11251,2340,2631,348,22,115
17/08/2016,8,11218,2548,3061,344,76,106
17/08/2016,9,11184,2727,3180,270,123,127
17/08/2016,10,11192,3167,3252,311,149,122
17/08/2016,11,11210,3431,3246,306,157,123
17/08/2016,12,11205,3453,3393,349,203,130
17/08/2016,13,11178,3470,3642,770,191,105
17/08/2016,14,11158,3497,3849,895,181,102
17/08/2016,15,11143,3484,3989,904,177,129
17/08/2016,16,11143,3828,4298,757,141,125
17/08/2016,17,11199,4089,4439,504,112,126
17/08/2016,18,11265,4338,4202,235,49,125
17/08/2016,19,11282,3893,4218,173,11,132
17/08/2016,20,11286,3917,4232,174,1,132
17/08/2016,21,11272,4306,3912,170,0,132
17/08/2016,22,11238,3881,3543,330,0,136
17/08/2016,23,11177,2681,3257,498,0,118
17/08/2016,24,11155,1524,2913,441,0,117
18/08/2016,1,11162,1224,2796,340,0,116
18/08/2016,2,11158,1186,2742,307,0,121
18/08/2016,3,11152,1148,2719,302,0,92
18/08/2016,4,11142,1224,2766,272,0,68
18/08/2016,5,11139,1491,2834,198,1,74
18/08/2016,6,11136,1909,2984,164,1,79
18/08/2016,7,11141,2414,3186,139,24,82
18/08/2016,8,11149,3093,3439,76,82,82
18/08/2016,9,11158,3549,3622,50,146,83
18/08/2016,10,11187,3978,3654,22,178,83
18/08/2016,11,11216,4127,3807,23,181,83
18/08/2016,12,11207,4305,3913,37,192,81
18/08/2016,13,11235,4254,4106,64,193,80
18/08/2016,14,11276,4344,4208,137,183,81
18/08/2016,15,11266,4277,4442,235,162,81
18/08/2016,16,11250,4176,4586,345,125,81
18/08/2016,17,11216,4241,4831,273,102,81
18/08/2016,18,11144,4446,4737,203,51,82
18/08/2016,19,11104,4764,4594,158,9,82
18/08/2016,20,11092,4733,4411,146,2,82
18/08/2016,21,11083,4501,3962,138,1,83
18/08/2016,22,11082,3638,3696,131,1,83
18/08/2016,23,11098,3189,3112,134,1,73
18/08/2016,24,11130,2297,2815,191,1,67
19/08/2016,1,11145,1307,2927,287,0,67
19/08/2016,2,11198,900,2861,373,0,67
19/08/2016,3,11238,890,2926,427,0,68
19/08/2016,4,11255,923,2702,490,0,65
19/08/2016,5,11314,1182,2792,468,1,70
19/08/2016,6,11340,1548,2670,426,4,76
19/08/2016,7,11358,2004,2987,451,21,82
19/08/2016,8,11343,2630,3693,320,66,83
19/08/2016,9,11287,3263,3990,242,125,83
19/08/2016,10,11246,3378,4183,356,183,83
19/08/2016,11,11227,3666,4288,429,213,84
19/08/2016,12,11199,3888,4296,513,221,83
19/08/2016,13,11171,3978,4313,601,217,83
19/08/2016,14,11157,4215,4477,710,206,83
19/08/2016,15,11141,4323,4590,890,199,83
19/08/2016,16,11138,4497,4726,718,152,83
19/08/2016,17,11137,4457,4788,723,102,83
19/08/2016,18,11137,4398,4531,708,42,80
19/08/2016,19,11158,4191,4330,601,8,82
19/08/2016,20,11185,4296,4168,615,1,83
19/08/2016,21,11226,4346,3867,663,1,82
19/08/2016,22,11252,4029,3742,452,1,82
19/08/2016,23,11255,3215,3270,488,1,58
19/08/2016,24,11253,1973,3042,565,0,49
20/08/2016,1,11248,1345,3011,575,0,50
20/08/2016,2,11239,901,3052,667,0,50
20/08/2016,3,11237,837,3103,545,0,48
20/08/2016,4,11221,803,3072,542,0,48
20/08/2016,5,11176,883,3339,510,0,48
20/08/2016,6,11174,1202,3127,422,1,47
20/08/2016,7,11164,1609,3074,324,15,47
20/08/2016,8,11168,1971,3605,254,51,46
20/08/2016,9,11167,2312,3889,226,113,46
20/08/2016,10,11170,2981,4017,310,169,46
20/08/2016,11,11164,3454,4092,551,194,46
20/08/2016,12,11160,3483,4211,835,193,46
20/08/2016,13,11156,3549,4293,1172,197,46
20/08/2016,14,11162,3136,4387,1386,185,46
20/08/2016,15,11167,3201,4581,1591,184,46
20/08/2016,16,11164,3353,4516,1699,148,46
20/08/2016,17,11169,3711,4336,1565,93,46
20/08/2016,18,11166,3666,4251,1647,40,46
20/08/2016,19,11157,3248,3719,2018,8,46
20/08/2016,20,11126,2772,3681,2382,1,46
20/08/2016,21,11106,2588,3189,2889,1,46
20/08/2016,22,11086,1872,2860,3112,0,46
20/08/2016,23,11098,1262,2938,3182,0,46
20/08/2016,24,11114,866,2822,3086,0,48
21/08/2016,1,11103,757,3006,2792,0,51
21/08/2016,2,11106,760,2919,2543,0,51
21/08/2016,3,11110,748,2714,2260,0,51
21/08/2016,4,11096,747,2786,1968,0,51
21/08/2016,5,11089,713,2798,1908,0,51
21/08/2016,6,11086,804,2844,1775,2,51
21/08/2016,7,11082,1011,2896,1935,7,51
21/08/2016,8,11085,1290,3129,1953,24,51
21/08/2016,9,11087,1382,3169,2082,49,50
21/08/2016,10,11102,1379,3304,2305,103,51
21/08/2016,11,11103,1394,3221,2574,98,51
21/08/2016,12,11097,1493,3591,2572,76,51
21/08/2016,13,11099,1656,3551,2473,120,51
21/08/2016,14,11089,1930,3679,2060,91,51
21/08/2016,15,11038,2002,3807,1974,104,51
21/08/2016,16,11071,2039,3840,1991,101,51
21/08/2016,17,11080,1709,3943,1856,65,51
21/08/2016,18,11083,1577,3871,1606,46,51
21/08/2016,19,11110,1539,3537,1500,10,51
21/08/2016,20,11141,1567,3619,1074,2,51
21/08/2016,21,11184,1372,3866,822,2,51
21/08/2016,22,11220,860,3661,733,1,50
21/08/2016,23,11243,783,3053,641,0,53
21/08/2016,24,11251,755,2896,510,0,65
22/08/2016,1,11254,724,2934,322,0,68
22/08/2016,2,11280,771,2903,287,0,66
22/08/2016,3,11239,786,2918,233,0,66
22/08/2016,4,11222,853,2857,185,0,65
22/08/2016,5,11212,1158,2756,116,0,66
22/08/2016,6,11205,1440,2834,200,1,76
22/08/2016,7,11203,1681,2985,214,23,82
22/08/2016,8,11198,1891,3125,236,92,81
22/08/2016,9,11197,2002,3431,143,167,82
22/08/2016,10,11209,2004,3434,238,215,83
22/08/2016,11,11201,2164,3856,290,184,83
22/08/2016,12,11184,1890,3881,276,160,83
22/08/2016,13,11185,1908,3968,309,172,83
22/08/2016,14,11184,1823,3976,368,144,83
22/08/2016,15,11196,2073,3899,394,148,83
22/08/2016,16,11234,2237,4042,364,107,83
22/08/2016,17,11278,2202,4245,352,88,83
22/08/2016,18,11346,2221,4394,373,49,83
22/08/2016,19,11359,2371,4178,308,7,83
22/08/2016,20,11343,2455,4154,309,0,83
22/08/2016,21,11269,2309,3763,371,0,83
22/08/2016,22,10533,1647,3379,538,0,83
22/08/2016,23,10534,870,3083,787,0,74
22/08/2016,24,10508,723,2943,775,0,72
23/08/2016,1,10506,728,2755,704,0,69
23/08/2016,2,10485,735,2808,624,0,69
23/08/2016,3,10427,814,2750,279,0,69
23/08/2016,4,9988,967,2779,264,0,68
23/08/2016,5,9905,1164,3017,743,0,73
23/08/2016,6,10188,1356,3413,772,0,79
23/08/2016,7,10471,1485,3560,814,20,83
23/08/2016,8,10479,1418,3688,830,76,83
23/08/2016,9,10489,1665,3823,816,144,83
23/08/2016,10,10499,1931,3602,874,192,83
23/08/2016,11,10535,2152,3574,768,202,83
23/08/2016,12,10524,2396,3636,907,184,83
23/08/2016,13,10516,2565,3836,1417,185,83
23/08/2016,14,10506,2581,4136,1403,196,83
23/08/2016,15,10487,2597,3990,1322,212,83
23/08/2016,16,10465,2616,4323,1192,148,83
23/08/2016,17,10457,2706,4577,998,115,83
23/08/2016,18,10460,2892,4583,844,46,83
23/08/2016,19,10458,3036,4459,561,7,83
23/08/2016,20,10460,3047,4290,606,0,83
