date,hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL
28/02/2016,24,11491,788,3607,1274,0,9
29/02/2016,1,11376,795,3295,849,0,7
29/02/2016,2,10946,794,3300,473,0,9
29/02/2016,3,10058,794,3266,449,0,13
29/02/2016,4,9638,797,3314,1346,0,14
29/02/2016,5,9898,797,3369,1890,0,18
29/02/2016,6,10323,823,3472,2472,0,17
29/02/2016,7,10942,872,4052,2083,1,15
29/02/2016,8,11441,945,4497,1904,5,16
29/02/2016,9,11494,953,4584,1921,19,10
29/02/2016,10,11491,955,4638,1833,50,7
29/02/2016,11,11496,956,4490,2089,111,4
29/02/2016,12,11496,954,4279,2223,119,5
29/02/2016,13,11496,990,4122,2434,105,2
29/02/2016,14,11495,998,4033,2154,83,3
29/02/2016,15,11494,1020,3946,2353,49,1
29/02/2016,16,11488,1062,3983,2944,23,2
29/02/2016,17,11469,1117,4261,3244,7,6
29/02/2016,18,11369,1172,4806,3083,1,0
29/02/2016,19,11364,1169,5238,2741,0,0
29/02/2016,20,11357,1181,5409,2683,0,0
29/02/2016,21,11358,1176,5335,2756,0,0
29/02/2016,22,11357,1169,5179,2273,0,0
29/02/2016,23,11358,1170,5012,1910,0,0
29/02/2016,24,11358,991,4825,1533,0,0
01/03/2016,1,11356,938,4559,797,0,0
01/03/2016,2,11360,931,4531,478,0,6
01/03/2016,3,11353,930,4293,393,0,6
01/03/2016,4,11327,987,4435,356,0,17
01/03/2016,5,11289,1086,4478,455,0,21
01/03/2016,6,11287,1145,4676,630,0,20
01/03/2016,7,11293,1235,5158,591,0,25
01/03/2016,8,11290,1158,5554,312,4,29
01/03/2016,9,11289,1153,5464,626,28,25
01/03/2016,10,11294,1152,5410,808,70,27
01/03/2016,11,11127,1165,4993,1490,73,24
01/03/2016,12,11278,1034,4735,1730,87,30
01/03/2016,13,11287,1000,4535,1879,70,32
01/03/2016,14,11292,1096,4300,2347,59,35
01/03/2016,15,11021,1272,4501,2400,45,30
01/03/2016,16,11016,1621,4526,2205,39,31
01/03/2016,17,11014,1714,4818,2251,15,35
01/03/2016,18,11024,2005,5594,2018,3,36
01/03/2016,19,11025,2220,5825,1970,0,35
01/03/2016,20,11026,2109,5873,1975,0,33
01/03/2016,21,11021,2143,5787,2050,0,32
01/03/2016,22,11007,2014,5718,1993,0,33
01/03/2016,23,11006,1452,4890,1998,0,28
01/03/2016,24,11010,1073,4529,1981,0,24
02/03/2016,1,11014,937,4124,1852,0,23
02/03/2016,2,11019,945,3919,1845,0,18
02/03/2016,3,11022,1006,3836,1753,0,18
02/03/2016,4,11006,1161,3929,1556,0,17
02/03/2016,5,11005,1291,4024,1484,0,19
02/03/2016,6,11009,1466,4511,1333,0,21
02/03/2016,7,11010,1626,5128,1329,0,28
02/03/2016,8,11011,1723,5495,1088,8,50
02/03/2016,9,11007,1732,5786,1075,36,93
02/03/2016,10,11012,1767,5415,1071,76,163
02/03/2016,11,11029,1723,5427,1084,142,183
02/03/2016,12,11033,1653,5172,1079,188,185
02/03/2016,13,11038,1649,4774,830,188,161
02/03/2016,14,10912,1695,4671,883,182,181
02/03/2016,15,10882,1761,4765,871,131,163
02/03/2016,16,10903,1806,4941,758,96,149
02/03/2016,17,11043,1945,5254,681,43,181
02/03/2016,18,11045,2405,5979,710,10,128
02/03/2016,19,11043,3126,6302,437,0,100
02/03/2016,20,11046,3058,6129,329,0,109
02/03/2016,21,11046,2938,6084,287,0,140
02/03/2016,22,11036,2908,5823,232,0,181
02/03/2016,23,11038,2423,5333,214,0,173
02/03/2016,24,11038,1886,4814,271,0,115
03/03/2016,1,11046,1814,4392,354,0,22
03/03/2016,2,11047,1810,4268,439,0,15
03/03/2016,3,11051,1737,4543,441,0,14
03/03/2016,4,11052,1830,4590,360,0,14
03/03/2016,5,11047,1939,4614,378,0,14
03/03/2016,6,11046,2187,4223,413,0,19
03/03/2016,7,11059,2444,5046,451,1,29
03/03/2016,8,11060,2529,5401,596,23,32
03/03/2016,9,11062,2583,5120,565,70,34
03/03/2016,10,11062,2586,4794,358,109,53
03/03/2016,11,11059,2076,5122,238,163,128
03/03/2016,12,11062,1693,5205,233,175,144
03/03/2016,13,11062,1729,5029,261,122,118
03/03/2016,14,11062,1939,4744,302,126,104
03/03/2016,15,11064,1983,4726,226,127,142
03/03/2016,16,11074,2289,4770,195,104,140
03/03/2016,17,11072,2619,5219,206,57,160
03/03/2016,18,11067,2649,5745,246,12,154
03/03/2016,19,11073,2820,6102,284,0,97
03/03/2016,20,11076,2963,6145,366,0,115
03/03/2016,21,11071,3111,5981,424,0,136
03/03/2016,22,11068,2643,5695,452,0,136
03/03/2016,23,11072,2189,5237,417,0,118
03/03/2016,24,11069,2010,4950,372,0,37
04/03/2016,1,10286,2052,4777,344,0,15
04/03/2016,2,10200,1857,4808,376,0,17
04/03/2016,3,10205,1735,4613,401,0,16
04/03/2016,4,10199,1806,4627,361,0,14
04/03/2016,5,10193,2008,4772,293,0,15
04/03/2016,6,10194,2281,4996,258,0,23
04/03/2016,7,10201,2522,5567,238,0,29
04/03/2016,8,10200,2372,5918,219,8,70
04/03/2016,9,10199,2340,5885,143,49,114
04/03/2016,10,10137,2342,5510,105,144,171
04/03/2016,11,10133,2199,5043,79,194,211
04/03/2016,12,10136,2154,5119,85,193,230
04/03/2016,13,10192,2171,4767,118,184,237
04/03/2016,14,10195,1790,5034,99,173,232
04/03/2016,15,10195,1849,4985,77,169,234
04/03/2016,16,10189,1974,5052,82,132,233
04/03/2016,17,10178,2060,5329,60,80,212
04/03/2016,18,10190,2356,6022,36,26,180
04/03/2016,19,10199,2691,6044,27,0,201
04/03/2016,20,10201,3050,5957,60,0,210
04/03/2016,21,10198,3089,5874,102,0,203
04/03/2016,22,10197,2470,5626,135,0,208
04/03/2016,23,10188,2051,5184,222,0,182
04/03/2016,24,10182,2110,4742,287,0,94
05/03/2016,1,10191,2182,4558,314,0,43
05/03/2016,2,10199,1615,4201,373,0,28
05/03/2016,3,10199,1558,3989,372,0,30
05/03/2016,4,10197,1448,4021,381,0,34
05/03/2016,5,10203,1388,4053,326,0,32
05/03/2016,6,10209,1474,4139,255,0,27
05/03/2016,7,10205,1728,3971,177,1,28
05/03/2016,8,10211,1543,4055,354,12,59
05/03/2016,9,10204,1486,4455,405,42,95
05/03/2016,10,10209,1496,5114,364,95,185
05/03/2016,11,10220,1491,5325,299,121,204
05/03/2016,12,10220,1549,4907,237,118,203
05/03/2016,13,10220,1680,5064,141,114,200
05/03/2016,14,10216,1705,5137,87,77,172
05/03/2016,15,10218,1419,4700,76,69,152
05/03/2016,16,10214,1394,4820,90,63,162
05/03/2016,17,10213,1770,5274,109,36,137
05/03/2016,18,10210,2117,4991,65,7,163
05/03/2016,19,10204,2354,5623,105,0,201
05/03/2016,20,10206,2608,5487,91,0,168
05/03/2016,21,10199,2646,5122,139,0,187
05/03/2016,22,10199,2489,4568,154,0,191
05/03/2016,23,10213,1906,4545,173,0,165
05/03/2016,24,10210,1693,4305,159,0,74
06/03/2016,1,10196,1370,4289,157,0,30
06/03/2016,2,10206,1291,4273,170,0,15
06/03/2016,3,10188,1292,3949,175,0,14
06/03/2016,4,10205,1337,4018,201,0,15
06/03/2016,5,10212,1039,3880,193,0,16
06/03/2016,6,10206,941,4447,202,0,15
06/03/2016,7,10216,957,4978,247,1,19
06/03/2016,8,10218,921,4753,308,40,38
06/03/2016,9,10213,892,4502,230,53,70
06/03/2016,10,10211,888,4260,421,164,85
06/03/2016,11,10212,888,4369,572,194,151
06/03/2016,12,10217,890,4158,907,173,120
06/03/2016,13,10217,963,4018,1405,167,91
06/03/2016,14,10217,1132,3795,1241,176,172
06/03/2016,15,10214,1295,3823,1201,142,189
06/03/2016,16,10217,1357,3791,1499,115,192
06/03/2016,17,10221,1330,4203,1517,83,178
06/03/2016,18,10219,1354,4982,1778,21,203
06/03/2016,19,10225,1440,5560,2020,0,205
06/03/2016,20,10355,1447,5112,2131,0,165
06/03/2016,21,10454,1446,4514,2109,0,160
06/03/2016,22,10451,1353,4352,2016,0,180
06/03/2016,23,10455,1344,3667,2155,0,181
06/03/2016,24,10456,995,3712,1565,0,96
07/03/2016,1,10456,916,3616,1125,0,47
07/03/2016,2,10422,918,3637,780,0,36
07/03/2016,3,10426,916,3591,703,0,27
07/03/2016,4,10478,918,3535,726,0,20
07/03/2016,5,10266,917,3538,1074,0,21
07/03/2016,6,10357,918,3599,1535,0,26
07/03/2016,7,10819,921,3886,2045,0,38
07/03/2016,8,10897,930,4322,2278,10,82
07/03/2016,9,10897,927,4508,2262,34,129
07/03/2016,10,10899,923,4705,2219,38,195
07/03/2016,11,10900,928,4319,1876,84,227
07/03/2016,12,10902,931,4112,1544,150,225
07/03/2016,13,10974,927,3955,1016,187,228
07/03/2016,14,11058,917,3906,951,185,230
07/03/2016,15,11055,942,4201,1042,178,226
07/03/2016,16,11059,941,4669,1109,135,222
07/03/2016,17,11054,954,4648,1073,74,223
07/03/2016,18,11058,977,5102,1110,18,222
07/03/2016,19,11056,1116,5181,1490,0,221
07/03/2016,20,11060,1117,4953,1434,0,219
07/03/2016,21,11047,1118,4963,1643,0,229
07/03/2016,22,11051,1115,4722,1370,0,234
07/03/2016,23,11047,943,4270,1570,0,188
07/03/2016,24,11049,871,3654,1003,0,81
08/03/2016,1,11056,873,3516,1017,0,27
08/03/2016,2,11088,868,3630,600,0,18
08/03/2016,3,10702,868,3579,673,0,22
08/03/2016,4,10483,868,3590,861,0,23
08/03/2016,5,10483,870,3666,1451,0,22
08/03/2016,6,10753,872,3777,1305,0,25
08/03/2016,7,11097,873,4055,1480,0,30
08/03/2016,8,11102,887,4430,1428,6,36
08/03/2016,9,11099,884,4520,1388,23,39
08/03/2016,10,11112,879,4498,1336,43,44
08/03/2016,11,11113,905,4177,1367,95,37
08/03/2016,12,11100,910,4236,1409,136,37
08/03/2016,13,11098,901,4124,1592,129,37
08/03/2016,14,11094,899,4003,1744,121,36
08/03/2016,15,11092,878,4030,1838,92,36
08/03/2016,16,11094,849,4060,1755,46,36
08/03/2016,17,11094,871,4233,1904,43,44
08/03/2016,18,11090,894,4993,1986,7,46
08/03/2016,19,11094,902,5015,2391,0,54
08/03/2016,20,11088,875,5052,2564,0,59
08/03/2016,21,11082,876,4807,2346,0,46
08/03/2016,22,11086,874,4207,2475,0,35
08/03/2016,23,11080,876,3750,1946,0,35
08/03/2016,24,11080,878,3528,1172,0,22
09/03/2016,1,10755,868,3504,806,0,20
09/03/2016,2,10050,860,3571,744,0,19
09/03/2016,3,9923,873,3587,1154,0,19
09/03/2016,4,9926,877,3565,1081,0,20
09/03/2016,5,9921,856,3514,1260,0,21
09/03/2016,6,10049,878,3546,1757,0,24
09/03/2016,7,10457,891,3887,1378,0,27
09/03/2016,8,10782,906,4294,1611,13,35
09/03/2016,9,10694,905,4411,1615,41,36
09/03/2016,10,10691,900,4305,1656,83,36
09/03/2016,11,10768,896,4134,1900,94,35
09/03/2016,12,11086,882,4177,1653,58,35
09/03/2016,13,11091,883,4102,1397,35,34
09/03/2016,14,11095,902,4047,1265,28,34
09/03/2016,15,11093,911,4020,1382,11,34
09/03/2016,16,11091,911,4052,1342,51,34
09/03/2016,17,11088,906,4066,1379,32,35
09/03/2016,18,11089,907,4329,1750,3,37
09/03/2016,19,11088,903,4537,1494,0,37
09/03/2016,20,11093,894,4568,1529,0,37
09/03/2016,21,11089,915,4576,1415,0,36
09/03/2016,22,11074,916,4098,1370,0,36
09/03/2016,23,11070,915,3771,781,0,34
09/03/2016,24,10849,905,3632,357,0,16
10/03/2016,1,10340,902,3501,540,0,3
10/03/2016,2,10081,886,3478,215,0,2
10/03/2016,3,9706,856,3508,215,0,2
10/03/2016,4,9628,856,3419,432,0,2
10/03/2016,5,9629,895,3494,462,0,2
10/03/2016,6,10019,909,3763,576,0,14
10/03/2016,7,10544,910,4682,533,0,39
10/03/2016,8,10847,914,4792,530,1,62
10/03/2016,9,11067,923,5180,470,6,125
10/03/2016,10,11066,921,5009,403,10,180
10/03/2016,11,11067,920,5198,376,12,205
10/03/2016,12,11063,915,4924,334,21,201
10/03/2016,13,11054,919,4821,381,27,195
10/03/2016,14,11053,920,4832,405,27,129
10/03/2016,15,11049,918,4704,603,21,79
10/03/2016,16,11038,917,4493,804,13,38
10/03/2016,17,11042,913,4722,893,6,34
10/03/2016,18,11049,918,4991,997,0,34
10/03/2016,19,11047,919,5306,750,0,34
10/03/2016,20,11047,964,5696,543,0,33
10/03/2016,21,11046,967,5667,524,0,33
10/03/2016,22,11034,960,5034,840,0,34
10/03/2016,23,11041,918,3890,936,0,34
10/03/2016,24,11040,909,3591,598,0,25
11/03/2016,1,10900,906,3608,402,0,19
11/03/2016,2,10389,910,3610,312,0,17
11/03/2016,3,9965,910,3546,452,0,18
11/03/2016,4,9893,912,3499,560,0,17
11/03/2016,5,9893,912,3530,556,0,17
11/03/2016,6,10108,912,3647,817,0,23
11/03/2016,7,10461,911,4448,674,0,29
11/03/2016,8,10881,919,4873,454,11,34
11/03/2016,9,11047,911,5127,295,45,34
11/03/2016,10,11044,910,5129,334,54,33
11/03/2016,11,11050,917,4926,414,88,34
11/03/2016,12,11052,937,4779,217,115,40
11/03/2016,13,11053,940,4463,149,97,40
11/03/2016,14,11055,968,4406,84,130,33
11/03/2016,15,11053,988,4181,200,186,38
11/03/2016,16,11062,1114,4149,244,160,44
11/03/2016,17,11064,1124,4504,241,90,75
11/03/2016,18,11063,1145,4555,301,15,120
11/03/2016,19,11059,1270,4919,350,0,131
11/03/2016,20,11057,1285,5213,347,0,104
11/03/2016,21,11055,1290,4961,336,0,86
11/03/2016,22,11052,1219,4750,431,0,80
11/03/2016,23,11054,964,4146,557,0,40
11/03/2016,24,11057,562,3971,750,0,26
12/03/2016,1,10907,428,3399,650,0,19
12/03/2016,2,10761,430,3394,596,0,12
12/03/2016,3,10758,431,3487,547,0,14
12/03/2016,4,10542,430,3537,655,0,14
12/03/2016,5,10448,378,3673,817,0,15
12/03/2016,6,10599,375,3667,787,0,15
12/03/2016,7,10759,377,3715,873,1,20
12/03/2016,8,10761,375,3947,501,14,21
12/03/2016,9,10758,374,4054,622,49,23
12/03/2016,10,10756,375,4116,500,115,22
12/03/2016,11,10756,372,4220,607,158,21
12/03/2016,12,10757,373,4212,607,170,20
12/03/2016,13,10758,373,3976,489,190,22
12/03/2016,14,10756,368,3724,701,188,21
12/03/2016,15,10752,365,3695,640,142,20
12/03/2016,16,10751,367,3881,598,100,31
12/03/2016,17,10775,366,4177,555,40,83
12/03/2016,18,11038,369,4535,632,17,23
12/03/2016,19,11060,373,5054,777,0,24
12/03/2016,20,11062,395,4883,916,0,24
12/03/2016,21,11060,430,4550,877,0,23
12/03/2016,22,11055,434,4533,630,0,23
12/03/2016,23,11055,426,3910,521,0,22
12/03/2016,24,11046,425,3491,437,0,23
13/03/2016,1,10583,425,3336,245,0,23
13/03/2016,2,10294,425,3374,262,0,23
13/03/2016,3,10045,426,3341,320,0,23
13/03/2016,4,9639,426,3403,415,0,23
13/03/2016,5,9474,426,3330,475,0,23
13/03/2016,6,9322,425,3354,1063,0,22
13/03/2016,7,9324,427,3423,1731,2,21
13/03/2016,8,9484,425,3564,1604,25,22
13/03/2016,9,10089,423,3739,796,0,21
13/03/2016,10,10507,421,3687,960,0,20
13/03/2016,11,10514,419,3618,942,0,21
13/03/2016,12,10516,416,3701,1078,25,21
13/03/2016,13,10402,415,3785,828,9,22
13/03/2016,14,10489,414,3772,1033,74,21
13/03/2016,15,10513,422,3817,1112,58,22
13/03/2016,16,10743,422,3877,1228,62,21
13/03/2016,17,11010,422,3870,1386,32,21
13/03/2016,18,11066,421,3927,1767,7,21
13/03/2016,19,11067,423,4026,2315,0,22
13/03/2016,20,11066,425,3991,2426,0,21
13/03/2016,21,11066,421,4078,2065,0,20
13/03/2016,22,11065,423,3953,1486,0,20
13/03/2016,23,11062,422,3635,870,0,20
13/03/2016,24,10847,423,3359,452,0,20
14/03/2016,1,10270,424,3386,850,0,19
14/03/2016,2,10077,424,3444,833,0,20
14/03/2016,3,9922,441,3394,816,0,18
14/03/2016,4,9923,484,3382,648,0,18
14/03/2016,5,9921,542,3416,1209,0,24
14/03/2016,6,10081,701,3385,1772,0,34
14/03/2016,7,10618,847,3747,1914,0,56
14/03/2016,8,11037,863,3926,1675,3,59
14/03/2016,9,11057,856,4218,1984,11,57
14/03/2016,10,11055,854,4290,2041,24,55
14/03/2016,11,11058,853,4058,1838,25,52
14/03/2016,12,11060,858,3808,1615,32,56
14/03/2016,13,11042,796,3872,1546,32,55
14/03/2016,14,11045,840,3884,1489,35,52
14/03/2016,15,11045,869,4031,1204,26,50
14/03/2016,16,11049,872,4895,928,19,48
14/03/2016,17,11051,884,5455,592,8,59
14/03/2016,18,11045,891,5521,479,5,90
14/03/2016,19,11053,959,5497,480,0,134
14/03/2016,20,11044,1086,5407,494,0,176
14/03/2016,21,11050,1096,5066,446,0,200
14/03/2016,22,11053,1096,4550,384,0,187
14/03/2016,23,11058,1086,3986,335,0,122
14/03/2016,24,11061,953,3546,373,0,36
15/03/2016,1,10899,895,3385,265,0,20
15/03/2016,2,10338,897,3370,185,0,19
15/03/2016,3,10162,894,3369,325,0,20
15/03/2016,4,10160,895,3395,440,0,20
15/03/2016,5,10231,899,3881,454,0,23
15/03/2016,6,10630,899,4177,470,0,25
15/03/2016,7,11046,908,4345,327,0,33
15/03/2016,8,11059,911,4837,292,5,34
15/03/2016,9,11060,900,5207,297,13,34
15/03/2016,10,11066,893,5164,349,29,40
15/03/2016,11,11066,890,4993,302,35,50
15/03/2016,12,11064,891,4960,212,34,83
15/03/2016,13,11068,898,4902,171,24,82
15/03/2016,14,11066,900,4709,118,20,82
15/03/2016,15,11069,912,4696,71,20,84
15/03/2016,16,11067,977,4740,36,23,153
15/03/2016,17,11068,1042,4853,62,9,209
15/03/2016,18,11113,1079,4843,119,2,189
15/03/2016,19,11115,1083,5252,201,0,163
15/03/2016,20,11116,1087,5570,295,0,132
15/03/2016,21,11101,983,4857,477,0,94
15/03/2016,22,11058,907,4286,505,0,85
15/03/2016,23,11060,831,3721,783,0,50
15/03/2016,24,10995,795,3408,339,0,21
16/03/2016,1,10380,795,3350,348,0,20
16/03/2016,2,9707,793,3334,521,0,21
16/03/2016,3,9523,794,3377,452,0,21
16/03/2016,4,9519,794,3339,1022,0,22
16/03/2016,5,9522,795,3386,884,0,23
16/03/2016,6,9785,805,3662,1672,0,28
16/03/2016,7,10388,828,3833,2131,0,33
16/03/2016,8,10946,830,4277,1649,5,34
16/03/2016,9,11076,850,4280,1739,21,35
16/03/2016,10,11055,893,3989,2301,37,35
16/03/2016,11,11056,981,3711,2606,41,34
16/03/2016,12,11061,978,3744,2282,74,34
16/03/2016,13,11063,982,3879,2191,52,35
16/03/2016,14,11052,1029,3865,1899,88,36
16/03/2016,15,11052,1058,3914,1552,94,35
16/03/2016,16,11059,1085,3961,1461,86,35
16/03/2016,17,11062,929,4159,1536,57,36
16/03/2016,18,11063,905,4044,2088,21,36
16/03/2016,19,11060,905,4411,2252,1,35
16/03/2016,20,11061,904,4336,2511,0,35
16/03/2016,21,11055,907,4219,2138,0,35
16/03/2016,22,11055,908,4001,1133,0,35
16/03/2016,23,11060,899,3623,650,0,25
16/03/2016,24,10793,896,3577,591,0,21
17/03/2016,1,10310,893,3506,579,0,20
17/03/2016,2,10092,893,3496,491,0,20
17/03/2016,3,9859,890,3431,516,0,20
17/03/2016,4,9848,896,3382,648,0,19
17/03/2016,5,9846,899,3442,1070,0,21
17/03/2016,6,10154,909,3496,1662,1,26
17/03/2016,7,10601,929,3906,1667,5,34
17/03/2016,8,10824,935,4083,1442,34,34
17/03/2016,9,11044,936,4204,948,69,34
17/03/2016,10,11050,935,4261,743,86,35
17/03/2016,11,11052,933,3956,1044,116,34
17/03/2016,12,11052,932,3852,1354,183,36
17/03/2016,13,11048,1026,3775,1497,191,35
17/03/2016,14,11049,984,3666,1208,182,35
17/03/2016,15,11043,920,3678,1401,117,34
17/03/2016,16,11035,916,3753,1573,34,34
17/03/2016,17,11032,917,3865,1710,22,35
17/03/2016,18,11036,924,4106,1560,9,35
17/03/2016,19,11031,924,4232,1899,0,34
17/03/2016,20,11029,924,4214,1710,0,34
17/03/2016,21,11016,924,4294,1612,0,34
17/03/2016,22,11010,925,3970,1514,0,35
17/03/2016,23,10993,921,3948,670,0,24
17/03/2016,24,10729,919,3477,846,0,20
18/03/2016,1,10711,912,3404,488,0,19
18/03/2016,2,10464,911,3358,298,0,19
18/03/2016,3,10130,914,3374,507,0,19
18/03/2016,4,10106,910,3431,981,0,19
18/03/2016,5,10404,912,3460,1043,0,21
18/03/2016,6,10704,911,4015,883,0,27
18/03/2016,7,10850,923,4525,787,1,34
18/03/2016,8,10993,927,4785,704,8,35
18/03/2016,9,10939,930,4631,756,33,34
18/03/2016,10,10878,928,4368,780,85,35
18/03/2016,11,10884,928,4164,557,102,35
18/03/2016,12,10886,925,4056,704,109,36
18/03/2016,13,10875,924,3956,990,136,38
18/03/2016,14,10994,922,3998,656,113,36
18/03/2016,15,11054,921,3965,540,70,37
18/03/2016,16,11046,923,3987,538,42,38
18/03/2016,17,11051,922,4017,657,45,36
18/03/2016,18,11056,924,4019,746,10,36
18/03/2016,19,11062,927,4324,1206,0,36
18/03/2016,20,11061,929,4648,1589,0,36
18/03/2016,21,11061,929,4723,1283,0,36
18/03/2016,22,11065,921,4183,1103,0,36
18/03/2016,23,11065,796,3930,1040,0,26
18/03/2016,24,11064,782,3602,590,0,20
19/03/2016,1,10939,785,3601,467,0,5
19/03/2016,2,10621,774,3606,349,0,5
19/03/2016,3,10515,736,3608,416,0,5
19/03/2016,4,10518,734,3560,444,0,5
19/03/2016,5,10515,737,3600,647,0,5
19/03/2016,6,10816,736,3704,861,0,5
19/03/2016,7,11062,736,3903,812,6,4
19/03/2016,8,11063,734,3958,763,60,3
19/03/2016,9,11063,736,3934,371,109,4
19/03/2016,10,11064,734,4028,294,110,6
19/03/2016,11,11068,730,4079,302,176,5
19/03/2016,12,11072,729,4164,389,194,3
19/03/2016,13,11073,726,3874,421,186,4
19/03/2016,14,11078,723,3669,241,146,4
19/03/2016,15,11037,722,3677,140,20,4
19/03/2016,16,11071,723,3704,310,112,5
19/03/2016,17,11069,724,3830,631,107,5
19/03/2016,18,11062,726,4285,977,30,11
19/03/2016,19,11061,733,4655,936,1,6
19/03/2016,20,11058,774,5168,904,0,6
19/03/2016,21,11062,777,5083,807,0,6
19/03/2016,22,11058,775,4591,661,0,6
19/03/2016,23,11044,778,3971,616,0,6
19/03/2016,24,10705,779,3537,451,0,7
20/03/2016,1,10511,779,3521,684,0,7
20/03/2016,2,10514,771,3562,502,0,7
20/03/2016,3,10512,732,3444,474,0,6
20/03/2016,4,10509,729,3471,491,0,6
20/03/2016,5,10507,734,3487,597,0,6
20/03/2016,6,10532,751,3585,695,0,6
20/03/2016,7,10819,753,3760,572,6,6
20/03/2016,8,11059,751,3768,432,51,6
20/03/2016,9,11068,749,3826,150,41,6
20/03/2016,10,11062,746,3943,102,21,6
20/03/2016,11,10806,761,3950,179,178,6
20/03/2016,12,10777,758,4043,197,179,6
20/03/2016,13,10775,798,3992,265,172,6
20/03/2016,14,11000,848,3906,179,123,6
20/03/2016,15,11079,900,3839,111,23,9
20/03/2016,16,11076,947,4021,162,26,24
20/03/2016,17,11077,962,4264,505,106,56
20/03/2016,18,11078,980,4600,486,36,105
20/03/2016,19,11076,1113,5118,517,1,173
20/03/2016,20,11071,1158,5798,401,0,170
20/03/2016,21,11071,1176,5401,320,0,172
20/03/2016,22,11071,1011,4930,264,0,166
20/03/2016,23,11074,827,4245,287,0,96
20/03/2016,24,11072,774,3482,305,0,36
21/03/2016,1,11073,773,3477,416,0,22
21/03/2016,2,11075,787,3483,408,0,22
21/03/2016,3,11075,800,3392,436,0,21
21/03/2016,4,11064,804,3489,276,0,21
21/03/2016,5,11074,848,3510,721,0,28
21/03/2016,6,11070,916,4026,1269,0,30
21/03/2016,7,11070,1103,4444,1406,5,40
21/03/2016,8,11070,1109,4411,1233,40,37
21/03/2016,9,11061,1110,4562,549,81,33
21/03/2016,10,11058,1111,4528,764,141,35
21/03/2016,11,11061,1105,4344,882,148,36
21/03/2016,12,11064,1106,4179,925,171,39
21/03/2016,13,11068,952,4107,1033,165,23
21/03/2016,14,11063,922,4168,975,132,1
21/03/2016,15,11067,924,4085,1004,110,29
21/03/2016,16,11065,928,4140,1081,89,54
21/03/2016,17,11063,966,4362,1029,51,93
21/03/2016,18,11068,1113,4699,765,22,172
21/03/2016,19,11066,1123,5538,539,0,207
21/03/2016,20,11063,1158,6006,362,0,212
21/03/2016,21,11064,1166,5555,254,0,210
21/03/2016,22,11063,1124,4816,328,0,195
21/03/2016,23,11057,1107,4113,423,0,100
21/03/2016,24,11055,937,3558,290,0,38
22/03/2016,1,10931,918,3552,392,0,21
22/03/2016,2,10815,918,3463,313,0,20
22/03/2016,3,10816,918,3416,267,0,20
22/03/2016,4,10820,919,3516,383,0,19
22/03/2016,5,10812,920,3849,413,0,24
22/03/2016,6,10961,943,4796,513,0,27
22/03/2016,7,11083,1024,5213,778,8,29
22/03/2016,8,11084,1117,4917,1038,45,25
22/03/2016,9,11082,1112,4536,984,93,26
22/03/2016,10,11082,1107,4452,792,117,26
22/03/2016,11,11082,1102,4549,1138,138,25
22/03/2016,12,11078,1097,4263,1007,114,33
22/03/2016,13,11072,1102,4040,1213,143,39
22/03/2016,14,11075,1102,4038,1530,85,39
22/03/2016,15,11075,1100,4118,1406,57,37
22/03/2016,16,11074,1099,4786,1494,31,37
22/03/2016,17,11075,1096,4692,1361,14,38
22/03/2016,18,11076,932,4815,1232,2,37
22/03/2016,19,11079,918,5147,1598,0,37
22/03/2016,20,11065,919,5323,1554,0,37
22/03/2016,21,10977,921,4756,1566,0,37
22/03/2016,22,10257,925,4297,1432,0,37
22/03/2016,23,10251,918,3773,1457,0,31
22/03/2016,24,10261,919,3539,1321,0,25
23/03/2016,1,10270,917,3457,969,0,22
23/03/2016,2,10266,920,3449,569,0,20
23/03/2016,3,10269,920,3360,680,0,20
23/03/2016,4,10271,921,3378,738,0,20
23/03/2016,5,10269,920,3768,440,0,26
23/03/2016,6,10256,937,4587,994,0,30
23/03/2016,7,10270,975,5220,1074,0,34
23/03/2016,8,10266,1123,5388,1086,6,37
23/03/2016,9,10265,1121,5346,1086,20,37
23/03/2016,10,10268,1120,4823,1371,35,37
23/03/2016,11,10274,1119,4662,1268,51,37
23/03/2016,12,10273,1118,4552,1047,52,37
23/03/2016,13,10268,1119,4596,1032,81,37
23/03/2016,14,10262,1087,4438,1129,96,38
23/03/2016,15,10257,1037,4571,1195,74,37
23/03/2016,16,10256,1076,4511,1497,29,37
23/03/2016,17,10258,1127,4906,1621,15,37
23/03/2016,18,10252,1022,5289,1698,5,37
23/03/2016,19,10254,934,5487,1932,0,37
23/03/2016,20,10252,932,5497,1877,0,37
23/03/2016,21,10243,932,4916,2297,0,38
23/03/2016,22,10246,934,4505,1665,0,38
23/03/2016,23,10251,926,4319,1492,0,27
23/03/2016,24,10246,925,3846,1410,0,23
24/03/2016,1,10246,925,3454,1547,0,22
24/03/2016,2,10245,929,3443,1371,0,19
24/03/2016,3,10244,930,3415,1277,0,20
24/03/2016,4,10234,928,3443,1350,0,20
24/03/2016,5,10249,925,3507,1853,0,28
24/03/2016,6,10251,932,4201,2016,0,33
24/03/2016,7,10254,997,4810,2014,1,33
24/03/2016,8,10253,1119,5025,2096,4,30
24/03/2016,9,10253,1117,5297,2083,8,36
24/03/2016,10,10260,1114,5409,1932,23,36
