date,hour,HOEP,TOU
08/01/2016,9,0.01335,0
08/01/2016,10,0.01665,0
08/01/2016,11,0.06861,0
08/01/2016,12,0.03099,0
08/01/2016,13,0.01435,0
08/01/2016,14,0.02331,0
08/01/2016,15,0.02239,0
08/01/2016,16,0.01978,0
08/01/2016,17,0.0165,0
08/01/2016,18,0.01437,0
08/01/2016,19,0.01507,0
08/01/2016,20,0.01688,0
08/01/2016,21,0.01982,0
08/01/2016,22,0.02907,0
08/01/2016,23,0.00893,0
08/01/2016,24,0.00197,0
09/01/2016,1,-0.00093,0
09/01/2016,2,-0.001,0
09/01/2016,3,-0.00392,0
09/01/2016,4,-0.0041,0
09/01/2016,5,-0.00422,0
09/01/2016,6,-0.00404,0
09/01/2016,7,-0.00196,0
09/01/2016,8,-0.00025,0
09/01/2016,9,0.00581,0
09/01/2016,10,0.01364,0
09/01/2016,11,0.01663,0
09/01/2016,12,0.01434,0
09/01/2016,13,0.01088,0
09/01/2016,14,0.00873,0
09/01/2016,15,0.01436,0
09/01/2016,16,0.01857,0
09/01/2016,17,0.02009,0
09/01/2016,18,0.02216,0
09/01/2016,19,0.01909,0
09/01/2016,20,0.01352,0
09/01/2016,21,0.00588,0
09/01/2016,22,0.00651,0
09/01/2016,23,0.00279,0
09/01/2016,24,0.00143,0
10/01/2016,1,-0.00098,0
10/01/2016,2,-0.00422,0
10/01/2016,3,-0.00403,0
10/01/2016,4,-0.00383,0
10/01/2016,5,-0.00171,0
10/01/2016,6,0.00136,0
10/01/2016,7,0.00867,0
10/01/2016,8,0.00873,0
10/01/2016,9,0.00533,0
10/01/2016,10,0,0
10/01/2016,11,0,0
10/01/2016,12,0,0
10/01/2016,13,0.0032,0
10/01/2016,14,0,0
10/01/2016,15,0,0
10/01/2016,16,0.00047,0
10/01/2016,17,0.00387,0
10/01/2016,18,0.01083,0
10/01/2016,19,0.006,0
10/01/2016,20,0.00586,0
10/01/2016,21,0.00657,0
10/01/2016,22,0.0066,0
10/01/2016,23,0.00427,0
10/01/2016,24,0.00144,0
11/01/2016,1,0,0
11/01/2016,2,-0.00039,0
11/01/2016,3,-0.00136,0
11/01/2016,4,-0.00003,0
11/01/2016,5,0,0
11/01/2016,6,0,0
11/01/2016,7,0.00564,0
11/01/2016,8,0.01088,0
11/01/2016,9,0.01088,0
11/01/2016,10,0.01029,0
11/01/2016,11,0.01333,0
11/01/2016,12,0.01182,0
11/01/2016,13,0.00713,0
11/01/2016,14,0.01333,0
11/01/2016,15,0.01378,0
11/01/2016,16,0.01985,0
11/01/2016,17,0.02128,0
11/01/2016,18,0.02443,0
11/01/2016,19,0.02312,0
11/01/2016,20,0.02785,0
11/01/2016,21,0.02811,0
11/01/2016,22,0.02633,0
11/01/2016,23,0.02042,0
11/01/2016,24,0.01758,0
12/01/2016,1,0.03139,0
12/01/2016,2,0.01435,0
12/01/2016,3,0.01155,0
12/01/2016,4,0.01019,0
12/01/2016,5,0.00588,0
12/01/2016,6,0.01013,0
12/01/2016,7,0.01492,0
12/01/2016,8,0.02142,0
12/01/2016,9,0.02006,0
12/01/2016,10,0.01751,0
12/01/2016,11,0.0205,0
12/01/2016,12,0.01556,0
12/01/2016,13,0.01231,0
12/01/2016,14,0.01236,0
12/01/2016,15,0.01237,0
12/01/2016,16,0.01234,0
12/01/2016,17,0.01312,0
12/01/2016,18,0.02291,0
12/01/2016,19,0.02035,0
12/01/2016,20,0.02346,0
12/01/2016,21,0.0157,0
12/01/2016,22,0.01509,0
12/01/2016,23,0.00888,0
12/01/2016,24,0.00242,0
13/01/2016,1,0.00097,0
13/01/2016,2,0.00508,0
13/01/2016,3,0.00588,0
13/01/2016,4,0.00594,0
13/01/2016,5,0.00875,0
13/01/2016,6,0.00824,0
13/01/2016,7,0.02195,0
13/01/2016,8,0.02194,0
13/01/2016,9,0.015,0
13/01/2016,10,0.0211,0
13/01/2016,11,0.01447,0
13/01/2016,12,0.01227,0
13/01/2016,13,0.01433,0
13/01/2016,14,0.01438,0
13/01/2016,15,0.01436,0
13/01/2016,16,0.01559,0
13/01/2016,17,0.01835,0
13/01/2016,18,0.02437,0
13/01/2016,19,0.02197,0
13/01/2016,20,0.01988,0
13/01/2016,21,0.01978,0
13/01/2016,22,0.02546,0
13/01/2016,23,0.01558,0
13/01/2016,24,0.01434,0
14/01/2016,1,0.01438,0
14/01/2016,2,0.01433,0
14/01/2016,3,0.01435,0
14/01/2016,4,0.01437,0
14/01/2016,5,0.01435,0
14/01/2016,6,0.01859,0
14/01/2016,7,0.04186,0
14/01/2016,8,0.04284,0
14/01/2016,9,0.03173,0
14/01/2016,10,0.02664,0
14/01/2016,11,0.02858,0
14/01/2016,12,0.03483,0
14/01/2016,13,0.02431,0
14/01/2016,14,0.02231,0
14/01/2016,15,0.0225,0
14/01/2016,16,0.02529,0
14/01/2016,17,0.02584,0
14/01/2016,18,0.02824,0
14/01/2016,19,0.02568,0
14/01/2016,20,0.02473,0
14/01/2016,21,0.02427,0
14/01/2016,22,0.02429,0
14/01/2016,23,0.01863,0
14/01/2016,24,0.0424,0
15/01/2016,1,0.02657,0
15/01/2016,2,0.01084,0
15/01/2016,3,0.00871,0
15/01/2016,4,0.01222,0
15/01/2016,5,0,0
15/01/2016,6,0.00725,0
15/01/2016,7,0.01623,0
15/01/2016,8,0.01545,0
15/01/2016,9,0.02203,0
15/01/2016,10,0.03565,0
15/01/2016,11,0.01456,0
15/01/2016,12,0.01432,0
15/01/2016,13,0.02014,0
15/01/2016,14,0.02056,0
15/01/2016,15,0.02274,0
15/01/2016,16,0.02274,0
15/01/2016,17,0.01419,0
15/01/2016,18,0.01586,0
15/01/2016,19,0.01638,0
15/01/2016,20,0.01591,0
15/01/2016,21,0.01645,0
15/01/2016,22,0.01086,0
15/01/2016,23,0.01015,0
15/01/2016,24,0.01294,0
16/01/2016,1,0.01419,0
16/01/2016,2,0.00749,0
16/01/2016,3,0,0
16/01/2016,4,0,0
16/01/2016,5,0.00369,0
16/01/2016,6,0.00282,0
16/01/2016,7,0,0
16/01/2016,8,0.00441,0
16/01/2016,9,0.00905,0
16/01/2016,10,0.04293,0
16/01/2016,11,0.05305,0
16/01/2016,12,0.01332,0
16/01/2016,13,0.01209,0
16/01/2016,14,0.00595,0
16/01/2016,15,0.00771,0
16/01/2016,16,0.00594,0
16/01/2016,17,0.01601,0
16/01/2016,18,0.02139,0
16/01/2016,19,0.02421,0
16/01/2016,20,0.02374,0
16/01/2016,21,0.02887,0
16/01/2016,22,0.02307,0
16/01/2016,23,0.01932,0
16/01/2016,24,0.01455,0
17/01/2016,1,0.00972,0
17/01/2016,2,0.00415,0
17/01/2016,3,0.00145,0
17/01/2016,4,0,0
17/01/2016,5,0,0
17/01/2016,6,0.00242,0
17/01/2016,7,0.00514,0
17/01/2016,8,0.00587,0
17/01/2016,9,0.00597,0
17/01/2016,10,0.00784,0
17/01/2016,11,0.01271,0
17/01/2016,12,0.0133,0
17/01/2016,13,0.01415,0
17/01/2016,14,0.01553,0
17/01/2016,15,0.00909,0
17/01/2016,16,0.0127,0
17/01/2016,17,0.01273,0
17/01/2016,18,0.01561,0
17/01/2016,19,0.0167,0
17/01/2016,20,0.01449,0
17/01/2016,21,0.01431,0
17/01/2016,22,0.01271,0
17/01/2016,23,0.00839,0
17/01/2016,24,0.00913,0
18/01/2016,1,0,0
18/01/2016,2,0,0
18/01/2016,3,0,0
18/01/2016,4,0.00135,0
18/01/2016,5,0.00378,0
18/01/2016,6,0.00776,0
18/01/2016,7,0.01114,0
18/01/2016,8,0.01273,0
18/01/2016,9,0.01336,0
18/01/2016,10,0.0127,0
18/01/2016,11,0.01253,0
18/01/2016,12,0.00962,0
18/01/2016,13,0.01331,0
18/01/2016,14,0.01564,0
18/01/2016,15,0.01701,0
18/01/2016,16,0.01486,0
18/01/2016,17,0.014,0
18/01/2016,18,0.02071,0
18/01/2016,19,0.01935,0
18/01/2016,20,0.02079,0
18/01/2016,21,0.02066,0
18/01/2016,22,0.03179,0
18/01/2016,23,0.00902,0
18/01/2016,24,0.00588,0
19/01/2016,1,0.00596,0
19/01/2016,2,0.0133,0
19/01/2016,3,0.01329,0
19/01/2016,4,0.01329,0
19/01/2016,5,0.0065,0
19/01/2016,6,0.00965,0
19/01/2016,7,0.02113,0
19/01/2016,8,0.01907,0
19/01/2016,9,0.01393,0
19/01/2016,10,0.01559,0
19/01/2016,11,0.01685,0
19/01/2016,12,0.01364,0
19/01/2016,13,0.01433,0
19/01/2016,14,0.01435,0
19/01/2016,15,0.01435,0
19/01/2016,16,0.01496,0
19/01/2016,17,0.02222,0
19/01/2016,18,0.02008,0
19/01/2016,19,0.02233,0
19/01/2016,20,0.02424,0
19/01/2016,21,0.0254,0
19/01/2016,22,0.02419,0
19/01/2016,23,0.02034,0
19/01/2016,24,0.02501,0
20/01/2016,1,0.06762,0
20/01/2016,2,0.01043,0
20/01/2016,3,0.01669,0
20/01/2016,4,0.00478,0
20/01/2016,5,0.00587,0
20/01/2016,6,0.00158,0
20/01/2016,7,0.02438,0
20/01/2016,8,0.02757,0
20/01/2016,9,0.02811,0
20/01/2016,10,0.027,0
20/01/2016,11,0.02765,0
20/01/2016,12,0.0264,0
20/01/2016,13,0.02472,0
20/01/2016,14,0.02518,0
20/01/2016,15,0.02452,0
20/01/2016,16,0.02132,0
20/01/2016,17,0.02123,0
20/01/2016,18,0.02946,0
20/01/2016,19,0.0299,0
20/01/2016,20,0.02832,0
20/01/2016,21,0.02544,0
20/01/2016,22,0.02474,0
20/01/2016,23,0.01903,0
20/01/2016,24,0.01758,0
21/01/2016,1,0.02113,0
21/01/2016,2,0.01514,0
21/01/2016,3,0.01434,0
21/01/2016,4,0.01432,0
21/01/2016,5,0.01364,0
21/01/2016,6,0.01746,0
21/01/2016,7,0.02169,0
21/01/2016,8,0.02529,0
21/01/2016,9,0.02586,0
21/01/2016,10,0.02546,0
21/01/2016,11,0.02519,0
21/01/2016,12,0.02465,0
21/01/2016,13,0.0246,0
21/01/2016,14,0.02289,0
21/01/2016,15,0.02352,0
21/01/2016,16,0.02302,0
21/01/2016,17,0.02408,0
21/01/2016,18,0.02572,0
21/01/2016,19,0.0262,0
21/01/2016,20,0.02643,0
21/01/2016,21,0.02434,0
21/01/2016,22,0.02446,0
21/01/2016,23,0.02258,0
21/01/2016,24,0.01835,0
22/01/2016,1,0.02305,0
22/01/2016,2,0.02203,0
22/01/2016,3,0.01996,0
22/01/2016,4,0.01438,0
22/01/2016,5,0.0059,0
22/01/2016,6,0.00548,0
22/01/2016,7,0.02422,0
22/01/2016,8,0.02436,0
22/01/2016,9,0.02425,0
22/01/2016,10,0.02389,0
22/01/2016,11,0.02306,0
22/01/2016,12,0.0226,0
22/01/2016,13,0.02316,0
22/01/2016,14,0.02379,0
22/01/2016,15,0.0215,0
22/01/2016,16,0.02141,0
22/01/2016,17,0.02359,0
22/01/2016,18,0.02425,0
22/01/2016,19,0.02931,0
22/01/2016,20,0.02372,0
22/01/2016,21,0.02284,0
22/01/2016,22,0.02296,0
22/01/2016,23,0.02126,0
22/01/2016,24,0.0209,0
23/01/2016,1,0.01626,0
23/01/2016,2,0.01293,0
23/01/2016,3,0.00586,0
23/01/2016,4,0.00792,0
23/01/2016,5,0.00358,0
23/01/2016,6,0.00251,0
23/01/2016,7,0.00589,0
23/01/2016,8,0.01875,0
23/01/2016,9,0.02194,0
23/01/2016,10,0.02166,0
23/01/2016,11,0.01794,0
23/01/2016,12,0.00734,0
23/01/2016,13,0.00595,0
23/01/2016,14,0.00594,0
23/01/2016,15,0.01367,0
23/01/2016,16,0.01763,0
23/01/2016,17,0.02336,0
23/01/2016,18,0.02698,0
23/01/2016,19,0.0282,0
23/01/2016,20,0.02759,0
23/01/2016,21,0.02796,0
23/01/2016,22,0.0328,0
23/01/2016,23,0.02588,0
23/01/2016,24,0.02965,0
24/01/2016,1,0.02486,0
24/01/2016,2,0.01998,0
24/01/2016,3,0.01289,0
24/01/2016,4,0.01237,0
24/01/2016,5,0.01233,0
24/01/2016,6,0.01179,0
24/01/2016,7,0.01235,0
24/01/2016,8,0.01804,0
24/01/2016,9,0.0168,0
24/01/2016,10,0.04794,0
24/01/2016,11,0.06509,0
24/01/2016,12,0.02192,0
24/01/2016,13,0.01155,0
24/01/2016,14,0.00577,0
24/01/2016,15,0.01364,0
24/01/2016,16,0.01159,0
24/01/2016,17,0.01803,0
24/01/2016,18,0.02488,0
24/01/2016,19,0.02588,0
24/01/2016,20,0.02551,0
24/01/2016,21,0.02444,0
24/01/2016,22,0.02407,0
24/01/2016,23,0.02224,0
24/01/2016,24,0.01455,0
25/01/2016,1,0.00953,0
25/01/2016,2,0.0075,0
25/01/2016,3,0.00244,0
25/01/2016,4,0.00351,0
25/01/2016,5,0.00509,0
25/01/2016,6,0.01192,0
25/01/2016,7,0.01972,0
25/01/2016,8,0.02346,0
25/01/2016,9,0.0184,0
25/01/2016,10,0.018,0
25/01/2016,11,0.01985,0
25/01/2016,12,0.01336,0
25/01/2016,13,0.01332,0
