date,hour,OntDemand
06/04/2016,23,14635
06/04/2016,24,13730
07/04/2016,1,13430
07/04/2016,2,13200
07/04/2016,3,13070
07/04/2016,4,13142
07/04/2016,5,13702
07/04/2016,6,15023
07/04/2016,7,16396
07/04/2016,8,16737
07/04/2016,9,16901
07/04/2016,10,16917
07/04/2016,11,16852
07/04/2016,12,16678
07/04/2016,13,16488
07/04/2016,14,16070
07/04/2016,15,15990
07/04/2016,16,16251
07/04/2016,17,16583
07/04/2016,18,16633
07/04/2016,19,17150
07/04/2016,20,17615
07/04/2016,21,17100
07/04/2016,22,15935
07/04/2016,23,14806
07/04/2016,24,13892
08/04/2016,1,13533
08/04/2016,2,13332
08/04/2016,3,13324
08/04/2016,4,13482
08/04/2016,5,14256
08/04/2016,6,15743
08/04/2016,7,16979
08/04/2016,8,17078
08/04/2016,9,16968
08/04/2016,10,16800
08/04/2016,11,16411
08/04/2016,12,15915
08/04/2016,13,15853
08/04/2016,14,15684
08/04/2016,15,15548
08/04/2016,16,15598
08/04/2016,17,15973
08/04/2016,18,16221
08/04/2016,19,16673
08/04/2016,20,17577
08/04/2016,21,17143
08/04/2016,22,16180
08/04/2016,23,14933
08/04/2016,24,14016
09/04/2016,1,13622
09/04/2016,2,13416
09/04/2016,3,13180
09/04/2016,4,13233
09/04/2016,5,13453
09/04/2016,6,14113
09/04/2016,7,14414
09/04/2016,8,14723
09/04/2016,9,14676
09/04/2016,10,14507
09/04/2016,11,14471
09/04/2016,12,14383
09/04/2016,13,14236
09/04/2016,14,13964
09/04/2016,15,13910
09/04/2016,16,14094
09/04/2016,17,14612
09/04/2016,18,15090
09/04/2016,19,15614
09/04/2016,20,16536
09/04/2016,21,16355
09/04/2016,22,15642
09/04/2016,23,14682
09/04/2016,24,14013
10/04/2016,1,13566
10/04/2016,2,13363
10/04/2016,3,13245
10/04/2016,4,13256
10/04/2016,5,13437
10/04/2016,6,13790
10/04/2016,7,13850
10/04/2016,8,14204
10/04/2016,9,14501
10/04/2016,10,14807
10/04/2016,11,14985
10/04/2016,12,14904
10/04/2016,13,14798
10/04/2016,14,14715
10/04/2016,15,14803
10/04/2016,16,15484
10/04/2016,17,16301
10/04/2016,18,16746
10/04/2016,19,17016
10/04/2016,20,17248
10/04/2016,21,16765
10/04/2016,22,15836
10/04/2016,23,14959
10/04/2016,24,14248
11/04/2016,1,13754
11/04/2016,2,13432
11/04/2016,3,13341
11/04/2016,4,13368
11/04/2016,5,13956
11/04/2016,6,15498
11/04/2016,7,16630
11/04/2016,8,17227
11/04/2016,9,17182
11/04/2016,10,17152
11/04/2016,11,17168
11/04/2016,12,16982
11/04/2016,13,16599
11/04/2016,14,16224
11/04/2016,15,16029
11/04/2016,16,16328
11/04/2016,17,16662
11/04/2016,18,16585
11/04/2016,19,16814
11/04/2016,20,17276
11/04/2016,21,16777
11/04/2016,22,15776
11/04/2016,23,14570
11/04/2016,24,13779
12/04/2016,1,13364
12/04/2016,2,13223
12/04/2016,3,13170
12/04/2016,4,13263
12/04/2016,5,13825
12/04/2016,6,15293
12/04/2016,7,16140
12/04/2016,8,16209
12/04/2016,9,15849
12/04/2016,10,15790
12/04/2016,11,15838
12/04/2016,12,15789
12/04/2016,13,15837
12/04/2016,14,15510
12/04/2016,15,15601
12/04/2016,16,15895
12/04/2016,17,16194
12/04/2016,18,16241
12/04/2016,19,16719
12/04/2016,20,17743
12/04/2016,21,17598
12/04/2016,22,16460
12/04/2016,23,15088
12/04/2016,24,14261
13/04/2016,1,13793
13/04/2016,2,13664
13/04/2016,3,13575
13/04/2016,4,13672
13/04/2016,5,14250
13/04/2016,6,15831
13/04/2016,7,16631
13/04/2016,8,16257
13/04/2016,9,15767
13/04/2016,10,15482
13/04/2016,11,15231
13/04/2016,12,14974
13/04/2016,13,14892
13/04/2016,14,14751
13/04/2016,15,14747
13/04/2016,16,14944
13/04/2016,17,15641
13/04/2016,18,16102
13/04/2016,19,16472
13/04/2016,20,17003
13/04/2016,21,16842
13/04/2016,22,15693
13/04/2016,23,14514
13/04/2016,24,13827
14/04/2016,1,13399
14/04/2016,2,13140
14/04/2016,3,13151
14/04/2016,4,13298
14/04/2016,5,13766
14/04/2016,6,15295
14/04/2016,7,15979
14/04/2016,8,15745
14/04/2016,9,15273
14/04/2016,10,14842
14/04/2016,11,14747
14/04/2016,12,14603
14/04/2016,13,14456
14/04/2016,14,14271
14/04/2016,15,14267
14/04/2016,16,14542
14/04/2016,17,15043
14/04/2016,18,15392
14/04/2016,19,15833
14/04/2016,20,16689
14/04/2016,21,16283
14/04/2016,22,15373
14/04/2016,23,14127
14/04/2016,24,13250
15/04/2016,1,12840
15/04/2016,2,12675
15/04/2016,3,12578
15/04/2016,4,12685
15/04/2016,5,13344
15/04/2016,6,14578
15/04/2016,7,15342
15/04/2016,8,15410
15/04/2016,9,15049
15/04/2016,10,14761
15/04/2016,11,14673
15/04/2016,12,14516
15/04/2016,13,14222
15/04/2016,14,14066
15/04/2016,15,13922
15/04/2016,16,14086
15/04/2016,17,14436
15/04/2016,18,14676
15/04/2016,19,14953
15/04/2016,20,15674
15/04/2016,21,15310
15/04/2016,22,14276
15/04/2016,23,13150
15/04/2016,24,12397
16/04/2016,1,11876
16/04/2016,2,11613
16/04/2016,3,11608
16/04/2016,4,11730
16/04/2016,5,12015
16/04/2016,6,12467
16/04/2016,7,12993
16/04/2016,8,13330
16/04/2016,9,13659
16/04/2016,10,13312
16/04/2016,11,13376
16/04/2016,12,13251
16/04/2016,13,13006
16/04/2016,14,12742
16/04/2016,15,12602
16/04/2016,16,12794
16/04/2016,17,13327
16/04/2016,18,13687
16/04/2016,19,13975
16/04/2016,20,14397
16/04/2016,21,14361
16/04/2016,22,13504
16/04/2016,23,12598
16/04/2016,24,11885
17/04/2016,1,11534
17/04/2016,2,11372
17/04/2016,3,11291
17/04/2016,4,11286
17/04/2016,5,11518
17/04/2016,6,11819
17/04/2016,7,12125
17/04/2016,8,12565
17/04/2016,9,12572
17/04/2016,10,12525
17/04/2016,11,12561
17/04/2016,12,12698
17/04/2016,13,12570
17/04/2016,14,12426
17/04/2016,15,12491
17/04/2016,16,12861
17/04/2016,17,13520
17/04/2016,18,13954
17/04/2016,19,14312
17/04/2016,20,15003
17/04/2016,21,14950
17/04/2016,22,14075
17/04/2016,23,12991
17/04/2016,24,12184
18/04/2016,1,11753
18/04/2016,2,11642
18/04/2016,3,11638
18/04/2016,4,11841
18/04/2016,5,12383
18/04/2016,6,13700
18/04/2016,7,14743
18/04/2016,8,14798
18/04/2016,9,14526
18/04/2016,10,14562
18/04/2016,11,14521
18/04/2016,12,14673
18/04/2016,13,14589
18/04/2016,14,14558
18/04/2016,15,14580
18/04/2016,16,15154
18/04/2016,17,15465
18/04/2016,18,15518
18/04/2016,19,15807
18/04/2016,20,16241
18/04/2016,21,15853
18/04/2016,22,14585
18/04/2016,23,13417
18/04/2016,24,12481
19/04/2016,1,11888
19/04/2016,2,11745
19/04/2016,3,11660
19/04/2016,4,11784
19/04/2016,5,12297
19/04/2016,6,13498
19/04/2016,7,14735
19/04/2016,8,14876
19/04/2016,9,14549
19/04/2016,10,14270
19/04/2016,11,14160
19/04/2016,12,13970
19/04/2016,13,13883
19/04/2016,14,13806
19/04/2016,15,13858
19/04/2016,16,14330
19/04/2016,17,14702
19/04/2016,18,15244
19/04/2016,19,15527
19/04/2016,20,16283
19/04/2016,21,15981
19/04/2016,22,14640
19/04/2016,23,13423
19/04/2016,24,12652
20/04/2016,1,12106
20/04/2016,2,11955
20/04/2016,3,11861
20/04/2016,4,12040
20/04/2016,5,12513
20/04/2016,6,13818
20/04/2016,7,14784
20/04/2016,8,14804
20/04/2016,9,14266
20/04/2016,10,13984
20/04/2016,11,13908
20/04/2016,12,13884
20/04/2016,13,13893
20/04/2016,14,13734
20/04/2016,15,13879
20/04/2016,16,14294
20/04/2016,17,14690
20/04/2016,18,14945
20/04/2016,19,15406
20/04/2016,20,16040
20/04/2016,21,15634
20/04/2016,22,14403
20/04/2016,23,13166
20/04/2016,24,12358
21/04/2016,1,11881
21/04/2016,2,11822
21/04/2016,3,11742
21/04/2016,4,11928
21/04/2016,5,12692
21/04/2016,6,14172
21/04/2016,7,15177
21/04/2016,8,15438
21/04/2016,9,15346
21/04/2016,10,14852
21/04/2016,11,14605
21/04/2016,12,14603
21/04/2016,13,14624
21/04/2016,14,14620
21/04/2016,15,14683
21/04/2016,16,15162
21/04/2016,17,15434
21/04/2016,18,15472
21/04/2016,19,15591
21/04/2016,20,16109
21/04/2016,21,15600
21/04/2016,22,14508
21/04/2016,23,13215
21/04/2016,24,12498
22/04/2016,1,12094
22/04/2016,2,11710
22/04/2016,3,11610
22/04/2016,4,11765
22/04/2016,5,12365
22/04/2016,6,13658
22/04/2016,7,14932
22/04/2016,8,15253
22/04/2016,9,15426
22/04/2016,10,15265
22/04/2016,11,15089
22/04/2016,12,14908
22/04/2016,13,14816
22/04/2016,14,14662
22/04/2016,15,14446
22/04/2016,16,14504
22/04/2016,17,14574
22/04/2016,18,14496
22/04/2016,19,14711
22/04/2016,20,15414
22/04/2016,21,15174
22/04/2016,22,14230
22/04/2016,23,13249
22/04/2016,24,12444
23/04/2016,1,11954
23/04/2016,2,11647
23/04/2016,3,11529
23/04/2016,4,11489
23/04/2016,5,11672
23/04/2016,6,12111
23/04/2016,7,12628
23/04/2016,8,13027
23/04/2016,9,13114
23/04/2016,10,13016
23/04/2016,11,13034
23/04/2016,12,12933
23/04/2016,13,12719
23/04/2016,14,12421
23/04/2016,15,12251
23/04/2016,16,12491
23/04/2016,17,13095
23/04/2016,18,13604
23/04/2016,19,13804
23/04/2016,20,14492
23/04/2016,21,14375
23/04/2016,22,13722
23/04/2016,23,12928
23/04/2016,24,12303
24/04/2016,1,11864
24/04/2016,2,11557
24/04/2016,3,11452
24/04/2016,4,11496
24/04/2016,5,11575
24/04/2016,6,11777
24/04/2016,7,12238
24/04/2016,8,12542
24/04/2016,9,12912
24/04/2016,10,13166
24/04/2016,11,13108
24/04/2016,12,13038
24/04/2016,13,12842
24/04/2016,14,12792
24/04/2016,15,13024
24/04/2016,16,13448
24/04/2016,17,14142
24/04/2016,18,14537
24/04/2016,19,14624
24/04/2016,20,15023
24/04/2016,21,14805
24/04/2016,22,14039
24/04/2016,23,12990
24/04/2016,24,12269
25/04/2016,1,11860
25/04/2016,2,11601
25/04/2016,3,11689
25/04/2016,4,11823
25/04/2016,5,12369
25/04/2016,6,13738
25/04/2016,7,14939
25/04/2016,8,15489
25/04/2016,9,15617
25/04/2016,10,15504
25/04/2016,11,15278
25/04/2016,12,15114
25/04/2016,13,14928
25/04/2016,14,14917
25/04/2016,15,15105
25/04/2016,16,15512
25/04/2016,17,16091
25/04/2016,18,16070
25/04/2016,19,16309
25/04/2016,20,16774
25/04/2016,21,16175
25/04/2016,22,14853
25/04/2016,23,13795
25/04/2016,24,12895
26/04/2016,1,12719
26/04/2016,2,12567
26/04/2016,3,12372
26/04/2016,4,12431
26/04/2016,5,13082
26/04/2016,6,14685
26/04/2016,7,15956
26/04/2016,8,16500
26/04/2016,9,16451
26/04/2016,10,16298
26/04/2016,11,16015
26/04/2016,12,15735
26/04/2016,13,15638
26/04/2016,14,15496
26/04/2016,15,15161
26/04/2016,16,15163
26/04/2016,17,15734
26/04/2016,18,15647
26/04/2016,19,15885
26/04/2016,20,16490
26/04/2016,21,16517
26/04/2016,22,15177
26/04/2016,23,13998
26/04/2016,24,13191
27/04/2016,1,12833
27/04/2016,2,12713
27/04/2016,3,12617
27/04/2016,4,12718
27/04/2016,5,13469
27/04/2016,6,14701
27/04/2016,7,15347
27/04/2016,8,15271
27/04/2016,9,14898
27/04/2016,10,14685
27/04/2016,11,14599
27/04/2016,12,14371
27/04/2016,13,14266
27/04/2016,14,14090
27/04/2016,15,14157
27/04/2016,16,14421
27/04/2016,17,14769
27/04/2016,18,15042
27/04/2016,19,15528
27/04/2016,20,16357
27/04/2016,21,16221
27/04/2016,22,15069
27/04/2016,23,13884
27/04/2016,24,13035
28/04/2016,1,12561
28/04/2016,2,12331
28/04/2016,3,12357
28/04/2016,4,12513
28/04/2016,5,13078
28/04/2016,6,14158
28/04/2016,7,15020
28/04/2016,8,15311
28/04/2016,9,14875
28/04/2016,10,14702
28/04/2016,11,14744
28/04/2016,12,14649
28/04/2016,13,14693
28/04/2016,14,14647
28/04/2016,15,14770
28/04/2016,16,15076
28/04/2016,17,15276
28/04/2016,18,15478
28/04/2016,19,15723
28/04/2016,20,16312
28/04/2016,21,16328
28/04/2016,22,15232
28/04/2016,23,14015
28/04/2016,24,13045
29/04/2016,1,12554
29/04/2016,2,12252
29/04/2016,3,12110
29/04/2016,4,12207
29/04/2016,5,12797
29/04/2016,6,13982
29/04/2016,7,15031
29/04/2016,8,15150
29/04/2016,9,15001
29/04/2016,10,14778
29/04/2016,11,14667
29/04/2016,12,14466
29/04/2016,13,14300
29/04/2016,14,14273
29/04/2016,15,14287
29/04/2016,16,14288
29/04/2016,17,14543
29/04/2016,18,14766
29/04/2016,19,15122
29/04/2016,20,15774
29/04/2016,21,15679
29/04/2016,22,14737
29/04/2016,23,13647
29/04/2016,24,12692
30/04/2016,1,12216
30/04/2016,2,12037
30/04/2016,3,11895
30/04/2016,4,11935
30/04/2016,5,12132
30/04/2016,6,12370
30/04/2016,7,12740
30/04/2016,8,12997
30/04/2016,9,12969
30/04/2016,10,12868
30/04/2016,11,12701
30/04/2016,12,12612
30/04/2016,13,12419
30/04/2016,14,12286
30/04/2016,15,12346
30/04/2016,16,12707
30/04/2016,17,13235
30/04/2016,18,13687
30/04/2016,19,13844
30/04/2016,20,14455
30/04/2016,21,14064
30/04/2016,22,13401
30/04/2016,23,12534
30/04/2016,24,11788
01/05/2016,1,11292
01/05/2016,2,11106
01/05/2016,3,11100
01/05/2016,4,11045
01/05/2016,5,11180
01/05/2016,6,11322
01/05/2016,7,11973
01/05/2016,8,12816
01/05/2016,9,13504
01/05/2016,10,13987
01/05/2016,11,14221
01/05/2016,12,14242
01/05/2016,13,13868
01/05/2016,14,13856
01/05/2016,15,14042
01/05/2016,16,14697
01/05/2016,17,14875
01/05/2016,18,14776
01/05/2016,19,14772
01/05/2016,20,15083
01/05/2016,21,14810
01/05/2016,22,13856
01/05/2016,23,12902
01/05/2016,24,12079
02/05/2016,1,11620
02/05/2016,2,11497
02/05/2016,3,11641
02/05/2016,4,11788
02/05/2016,5,12536
02/05/2016,6,14021
02/05/2016,7,15442
02/05/2016,8,15719
02/05/2016,9,15693
02/05/2016,10,15683
02/05/2016,11,15455
02/05/2016,12,15247
02/05/2016,13,15120
02/05/2016,14,14999
02/05/2016,15,14814
02/05/2016,16,14921
02/05/2016,17,15248
02/05/2016,18,15141
02/05/2016,19,15400
02/05/2016,20,15896
02/05/2016,21,16116
02/05/2016,22,14862
02/05/2016,23,13767
02/05/2016,24,12829
03/05/2016,1,12300
03/05/2016,2,11958
03/05/2016,3,11789
03/05/2016,4,11879
03/05/2016,5,12529
03/05/2016,6,13851
03/05/2016,7,14786
03/05/2016,8,15000
03/05/2016,9,14676
03/05/2016,10,14319
03/05/2016,11,14194
03/05/2016,12,14240
03/05/2016,13,14472
03/05/2016,14,14565
03/05/2016,15,14517
03/05/2016,16,14649
03/05/2016,17,14962
03/05/2016,18,15063
03/05/2016,19,15354
03/05/2016,20,15855
03/05/2016,21,15651
03/05/2016,22,14476
03/05/2016,23,13217
03/05/2016,24,12403
04/05/2016,1,11970
04/05/2016,2,11739
04/05/2016,3,11579
04/05/2016,4,11740
04/05/2016,5,12397
04/05/2016,6,13493
04/05/2016,7,14557
04/05/2016,8,14811
04/05/2016,9,14572
04/05/2016,10,14559
04/05/2016,11,14395
04/05/2016,12,14419
04/05/2016,13,14527
04/05/2016,14,14485
04/05/2016,15,14615
04/05/2016,16,14824
04/05/2016,17,14984
04/05/2016,18,15125
04/05/2016,19,15290
04/05/2016,20,15884
04/05/2016,21,15859
04/05/2016,22,14751
04/05/2016,23,13523
04/05/2016,24,12544
05/05/2016,1,11966
05/05/2016,2,11722
05/05/2016,3,11635
05/05/2016,4,11648
05/05/2016,5,12155
05/05/2016,6,13541
05/05/2016,7,14656
05/05/2016,8,14770
05/05/2016,9,14462
05/05/2016,10,14387
05/05/2016,11,14365
05/05/2016,12,14197
05/05/2016,13,14018
05/05/2016,14,14103
05/05/2016,15,14060
05/05/2016,16,14156
05/05/2016,17,14514
05/05/2016,18,14899
05/05/2016,19,15206
05/05/2016,20,15809
05/05/2016,21,15791
05/05/2016,22,14469
05/05/2016,23,13194
05/05/2016,24,12278
06/05/2016,1,11647
06/05/2016,2,11461
06/05/2016,3,11444
06/05/2016,4,11552
06/05/2016,5,12170
06/05/2016,6,13203
06/05/2016,7,14348
06/05/2016,8,14504
06/05/2016,9,14234
06/05/2016,10,13931
06/05/2016,11,14029
06/05/2016,12,13993
06/05/2016,13,13942
06/05/2016,14,13956
06/05/2016,15,13728
06/05/2016,16,14078
06/05/2016,17,14309
06/05/2016,18,14603
06/05/2016,19,14837
06/05/2016,20,15086
06/05/2016,21,15311
06/05/2016,22,14255
06/05/2016,23,13220
06/05/2016,24,12235
07/05/2016,1,11599
07/05/2016,2,11146
07/05/2016,3,10905
07/05/2016,4,10851
07/05/2016,5,11040
07/05/2016,6,11340
07/05/2016,7,11940
07/05/2016,8,12503
07/05/2016,9,12737
07/05/2016,10,12859
07/05/2016,11,12992
07/05/2016,12,13352
07/05/2016,13,13412
07/05/2016,14,13240
07/05/2016,15,13355
07/05/2016,16,13405
07/05/2016,17,13494
07/05/2016,18,13424
07/05/2016,19,13508
07/05/2016,20,13891
07/05/2016,21,13699
07/05/2016,22,12861
07/05/2016,23,12083
07/05/2016,24,11527
08/05/2016,1,11267
08/05/2016,2,10889
08/05/2016,3,10881
08/05/2016,4,10804
08/05/2016,5,10930
08/05/2016,6,11082
08/05/2016,7,11560
08/05/2016,8,12075
08/05/2016,9,12039
08/05/2016,10,12222
08/05/2016,11,12108
08/05/2016,12,12112
08/05/2016,13,11981
08/05/2016,14,11972
08/05/2016,15,11989
08/05/2016,16,12215
08/05/2016,17,12678
08/05/2016,18,12963
08/05/2016,19,13317
08/05/2016,20,14063
08/05/2016,21,14361
08/05/2016,22,13722
08/05/2016,23,12758
08/05/2016,24,11872
09/05/2016,1,11579
09/05/2016,2,11493
09/05/2016,3,11458
09/05/2016,4,11748
09/05/2016,5,12354
09/05/2016,6,13495
09/05/2016,7,14461
09/05/2016,8,14524
09/05/2016,9,14121
09/05/2016,10,14063
09/05/2016,11,14033
09/05/2016,12,14129
09/05/2016,13,14162
09/05/2016,14,14010
09/05/2016,15,13959
09/05/2016,16,14027
09/05/2016,17,14458
09/05/2016,18,14912
09/05/2016,19,15269
09/05/2016,20,15818
09/05/2016,21,15710
09/05/2016,22,14640
09/05/2016,23,13313
09/05/2016,24,12435
10/05/2016,1,11871
10/05/2016,2,11581
10/05/2016,3,11394
10/05/2016,4,11424
10/05/2016,5,11985
10/05/2016,6,13064
10/05/2016,7,14213
10/05/2016,8,14342
10/05/2016,9,14128
10/05/2016,10,14068
10/05/2016,11,14081
10/05/2016,12,13939
10/05/2016,13,13939
10/05/2016,14,13757
10/05/2016,15,13787
10/05/2016,16,14171
10/05/2016,17,14522
10/05/2016,18,14717
10/05/2016,19,15043
10/05/2016,20,15434
10/05/2016,21,15570
10/05/2016,22,14372
10/05/2016,23,13015
10/05/2016,24,12092
11/05/2016,1,11687
11/05/2016,2,11456
11/05/2016,3,11411
11/05/2016,4,11478
11/05/2016,5,12042
11/05/2016,6,12999
11/05/2016,7,14078
11/05/2016,8,14334
11/05/2016,9,14011
11/05/2016,10,13931
11/05/2016,11,13834
11/05/2016,12,13824
11/05/2016,13,14002
11/05/2016,14,13991
11/05/2016,15,14178
11/05/2016,16,14546
11/05/2016,17,14917
11/05/2016,18,14916
11/05/2016,19,15197
11/05/2016,20,15462
11/05/2016,21,15663
11/05/2016,22,14477
11/05/2016,23,12936
11/05/2016,24,11908
12/05/2016,1,11453
12/05/2016,2,11454
12/05/2016,3,11240
12/05/2016,4,11276
12/05/2016,5,11704
12/05/2016,6,12766
12/05/2016,7,14157
12/05/2016,8,14703
12/05/2016,9,14661
12/05/2016,10,14585
12/05/2016,11,14462
12/05/2016,12,14567
12/05/2016,13,14713
12/05/2016,14,14822
12/05/2016,15,14834
12/05/2016,16,15185
12/05/2016,17,15534
12/05/2016,18,15476
12/05/2016,19,15622
12/05/2016,20,15884
12/05/2016,21,15685
12/05/2016,22,14751
12/05/2016,23,13391
12/05/2016,24,12412
13/05/2016,1,11878
13/05/2016,2,11596
13/05/2016,3,11446
13/05/2016,4,11448
13/05/2016,5,11769
13/05/2016,6,12881
13/05/2016,7,14239
13/05/2016,8,14846
13/05/2016,9,14734
13/05/2016,10,14855
13/05/2016,11,14919
13/05/2016,12,14538
13/05/2016,13,14297
13/05/2016,14,14331
13/05/2016,15,14176
13/05/2016,16,14213
13/05/2016,17,14503
13/05/2016,18,14621
13/05/2016,19,14832
13/05/2016,20,15253
13/05/2016,21,15387
13/05/2016,22,14336
13/05/2016,23,13171
13/05/2016,24,12288
14/05/2016,1,11691
14/05/2016,2,11343
14/05/2016,3,11141
14/05/2016,4,11050
14/05/2016,5,11003
14/05/2016,6,11185
14/05/2016,7,11810
14/05/2016,8,12592
14/05/2016,9,13341
14/05/2016,10,13737
14/05/2016,11,13848
14/05/2016,12,13722
14/05/2016,13,13568
14/05/2016,14,13389
14/05/2016,15,13199
14/05/2016,16,13323
14/05/2016,17,13410
14/05/2016,18,13552
14/05/2016,19,13760
14/05/2016,20,13877
14/05/2016,21,14050
14/05/2016,22,13435
14/05/2016,23,12563
14/05/2016,24,11682
15/05/2016,1,11340
15/05/2016,2,11128
15/05/2016,3,10956
15/05/2016,4,10900
15/05/2016,5,11101
15/05/2016,6,11260
15/05/2016,7,11778
15/05/2016,8,12395
15/05/2016,9,12808
15/05/2016,10,12985
15/05/2016,11,13077
15/05/2016,12,13146
15/05/2016,13,13027
15/05/2016,14,12959
15/05/2016,15,13156
15/05/2016,16,13519
15/05/2016,17,14172
15/05/2016,18,14051
15/05/2016,19,14174
15/05/2016,20,14655
15/05/2016,21,15222
15/05/2016,22,14318
15/05/2016,23,13191
15/05/2016,24,12390
16/05/2016,1,11870
16/05/2016,2,11688
16/05/2016,3,11589
16/05/2016,4,11761
16/05/2016,5,12496
16/05/2016,6,13710
16/05/2016,7,14676
16/05/2016,8,15135
16/05/2016,9,14846
16/05/2016,10,14491
16/05/2016,11,14522
16/05/2016,12,14207
16/05/2016,13,14133
16/05/2016,14,13972
16/05/2016,15,14202
16/05/2016,16,14751
16/05/2016,17,15072
16/05/2016,18,14936
16/05/2016,19,15252
16/05/2016,20,15804
16/05/2016,21,15650
16/05/2016,22,14610
16/05/2016,23,13623
16/05/2016,24,12721
17/05/2016,1,12382
17/05/2016,2,11995
17/05/2016,3,11955
17/05/2016,4,12064
17/05/2016,5,12499
17/05/2016,6,13659
17/05/2016,7,14754
17/05/2016,8,14976
17/05/2016,9,14732
17/05/2016,10,14357
17/05/2016,11,14309
17/05/2016,12,14243
17/05/2016,13,14477
17/05/2016,14,14397
17/05/2016,15,14358
17/05/2016,16,14552
17/05/2016,17,14805
17/05/2016,18,14873
17/05/2016,19,15150
17/05/2016,20,15549
17/05/2016,21,15829
17/05/2016,22,14717
17/05/2016,23,13427
17/05/2016,24,12421
18/05/2016,1,11803
18/05/2016,2,11616
18/05/2016,3,11592
18/05/2016,4,11710
18/05/2016,5,12227
18/05/2016,6,13232
18/05/2016,7,14318
18/05/2016,8,14548
18/05/2016,9,14185
18/05/2016,10,14034
18/05/2016,11,13944
18/05/2016,12,13911
18/05/2016,13,14002
18/05/2016,14,14101
18/05/2016,15,14293
18/05/2016,16,14577
18/05/2016,17,14879
18/05/2016,18,14947
18/05/2016,19,15197
18/05/2016,20,15491
18/05/2016,21,15750
18/05/2016,22,14737
18/05/2016,23,13451
18/05/2016,24,12472
19/05/2016,1,11946
19/05/2016,2,11764
19/05/2016,3,11635
19/05/2016,4,11738
19/05/2016,5,12274
19/05/2016,6,13413
19/05/2016,7,14550
19/05/2016,8,14737
19/05/2016,9,14467
19/05/2016,10,14306
19/05/2016,11,14431
19/05/2016,12,14591
19/05/2016,13,14817
19/05/2016,14,14610
19/05/2016,15,14529
19/05/2016,16,14743
19/05/2016,17,15017
19/05/2016,18,15004
19/05/2016,19,15357
19/05/2016,20,15790
19/05/2016,21,15949
19/05/2016,22,14977
19/05/2016,23,13643
19/05/2016,24,12533
20/05/2016,1,12008
20/05/2016,2,11755
20/05/2016,3,11654
20/05/2016,4,11709
20/05/2016,5,12130
20/05/2016,6,12915
20/05/2016,7,14195
20/05/2016,8,14326
20/05/2016,9,14342
20/05/2016,10,14155
20/05/2016,11,14088
20/05/2016,12,14125
20/05/2016,13,14033
20/05/2016,14,13944
20/05/2016,15,13857
20/05/2016,16,14037
20/05/2016,17,14485
20/05/2016,18,14695
20/05/2016,19,14809
20/05/2016,20,15126
20/05/2016,21,15070
20/05/2016,22,14168
20/05/2016,23,12990
20/05/2016,24,11985
21/05/2016,1,11442
21/05/2016,2,11128
21/05/2016,3,10938
21/05/2016,4,10881
21/05/2016,5,10909
21/05/2016,6,11082
21/05/2016,7,11683
21/05/2016,8,12275
21/05/2016,9,12817
21/05/2016,10,13078
21/05/2016,11,13074
21/05/2016,12,12818
21/05/2016,13,12555
21/05/2016,14,12532
21/05/2016,15,12551
21/05/2016,16,12786
21/05/2016,17,13269
21/05/2016,18,13436
21/05/2016,19,13536
21/05/2016,20,13690
21/05/2016,21,13940
21/05/2016,22,13256
21/05/2016,23,12384
21/05/2016,24,11557
22/05/2016,1,11077
22/05/2016,2,10826
22/05/2016,3,10652
22/05/2016,4,10593
22/05/2016,5,10538
22/05/2016,6,10495
22/05/2016,7,11010
22/05/2016,8,11642
22/05/2016,9,11854
22/05/2016,10,11822
22/05/2016,11,11789
22/05/2016,12,11707
22/05/2016,13,11642
22/05/2016,14,11612
22/05/2016,15,11957
22/05/2016,16,12192
22/05/2016,17,12604
22/05/2016,18,12966
22/05/2016,19,13199
22/05/2016,20,13335
22/05/2016,21,13520
22/05/2016,22,12981
22/05/2016,23,12053
22/05/2016,24,11275
23/05/2016,1,10834
23/05/2016,2,10581
23/05/2016,3,10461
23/05/2016,4,10563
23/05/2016,5,10637
23/05/2016,6,10783
23/05/2016,7,11094
23/05/2016,8,11415
23/05/2016,9,11909
23/05/2016,10,12173
23/05/2016,11,12262
23/05/2016,12,12387
23/05/2016,13,12366
23/05/2016,14,12380
23/05/2016,15,12525
23/05/2016,16,12974
23/05/2016,17,13826
23/05/2016,18,14336
23/05/2016,19,14582
23/05/2016,20,14684
23/05/2016,21,14976
23/05/2016,22,14313
23/05/2016,23,12904
23/05/2016,24,11853
24/05/2016,1,11374
24/05/2016,2,11129
24/05/2016,3,10958
24/05/2016,4,11047
24/05/2016,5,11714
24/05/2016,6,12604
24/05/2016,7,13890
24/05/2016,8,14629
24/05/2016,9,14794
24/05/2016,10,15053
24/05/2016,11,15289
24/05/2016,12,15468
24/05/2016,13,15657
24/05/2016,14,15699
24/05/2016,15,15984
24/05/2016,16,16479
24/05/2016,17,16994
24/05/2016,18,17184
24/05/2016,19,17397
24/05/2016,20,17300
24/05/2016,21,17141
24/05/2016,22,15927
24/05/2016,23,14360
24/05/2016,24,13011
25/05/2016,1,12470
25/05/2016,2,12220
25/05/2016,3,11976
25/05/2016,4,12088
25/05/2016,5,12356
25/05/2016,6,13394
25/05/2016,7,14935
25/05/2016,8,15630
25/05/2016,9,15796
25/05/2016,10,15738
25/05/2016,11,16320
