date,hour,Temperature
28/03/2016,18,5
28/03/2016,19,5.3
28/03/2016,20,5.2
28/03/2016,21,5.1
28/03/2016,22,4.8
28/03/2016,23,4.3
28/03/2016,24,4
29/03/2016,1,3.8
29/03/2016,2,3.2
29/03/2016,3,2.6
29/03/2016,4,1.8
29/03/2016,5,1.3
29/03/2016,6,0.7
29/03/2016,7,0.1
29/03/2016,8,-0.1
29/03/2016,9,0.5
29/03/2016,10,1.7
29/03/2016,11,3.1
29/03/2016,12,3.7
29/03/2016,13,4.5
29/03/2016,14,6.2
29/03/2016,15,6.3
29/03/2016,16,7.3
29/03/2016,17,7.3
29/03/2016,18,7.3
29/03/2016,19,5.8
29/03/2016,20,5.2
29/03/2016,21,5.3
29/03/2016,22,4.4
29/03/2016,23,4.2
29/03/2016,24,3.4
30/03/2016,1,2.9
30/03/2016,2,2
30/03/2016,3,1.7
30/03/2016,4,1.6
30/03/2016,5,2
30/03/2016,6,1.7
30/03/2016,7,1.3
30/03/2016,8,2.2
30/03/2016,9,3.6
30/03/2016,10,4.3
30/03/2016,11,5.3
30/03/2016,12,6.5
30/03/2016,13,7.9
30/03/2016,14,9.4
30/03/2016,15,9.3
30/03/2016,16,7.7
30/03/2016,17,8.5
30/03/2016,18,7.3
30/03/2016,19,6.3
30/03/2016,20,5.7
30/03/2016,21,6.6
30/03/2016,22,7.7
30/03/2016,23,8.6
30/03/2016,24,9.8
31/03/2016,1,8.8
31/03/2016,2,9.1
31/03/2016,3,9.7
31/03/2016,4,9.8
31/03/2016,5,10.5
31/03/2016,6,10.2
31/03/2016,7,9.1
31/03/2016,8,9.4
31/03/2016,9,8.9
31/03/2016,10,9.1
31/03/2016,11,8.8
31/03/2016,12,9.4
31/03/2016,13,9.3
31/03/2016,14,9.8
31/03/2016,15,10.7
31/03/2016,16,10.8
31/03/2016,17,10.7
31/03/2016,18,10.9
31/03/2016,19,12.2
31/03/2016,20,13
31/03/2016,21,14.4
31/03/2016,22,12.1
31/03/2016,23,12.8
31/03/2016,24,11.9
01/04/2016,1,10.9
01/04/2016,2,11.6
01/04/2016,3,12.6
01/04/2016,4,12.4
01/04/2016,5,11.9
01/04/2016,6,11.2
01/04/2016,7,10.8
01/04/2016,8,10.7
01/04/2016,9,10.3
01/04/2016,10,10.2
01/04/2016,11,9.3
01/04/2016,12,8.9
01/04/2016,13,9.4
01/04/2016,14,8.6
01/04/2016,15,9.3
01/04/2016,16,8.8
01/04/2016,17,8.4
01/04/2016,18,6.8
01/04/2016,19,6.8
01/04/2016,20,6.1
01/04/2016,21,5.7
01/04/2016,22,5.5
01/04/2016,23,5.4
01/04/2016,24,4.4
02/04/2016,1,4.8
02/04/2016,2,4.5
02/04/2016,3,4
02/04/2016,4,3.8
02/04/2016,5,3.4
02/04/2016,6,3.6
02/04/2016,7,1.8
02/04/2016,8,2
02/04/2016,9,2.2
02/04/2016,10,2.3
02/04/2016,11,4.1
02/04/2016,12,4.7
02/04/2016,13,4.2
02/04/2016,14,5.3
02/04/2016,15,3.2
02/04/2016,16,4.2
02/04/2016,17,3.6
02/04/2016,18,2.6
02/04/2016,19,0.8
02/04/2016,20,1.3
02/04/2016,21,-0.1
02/04/2016,22,-0.5
02/04/2016,23,-0.3
02/04/2016,24,-1.3
03/04/2016,1,-1.6
03/04/2016,2,-2.2
03/04/2016,3,-2.6
03/04/2016,4,-4
03/04/2016,5,nan
03/04/2016,6,nan
03/04/2016,7,nan
03/04/2016,8,nan
03/04/2016,9,nan
03/04/2016,10,nan
03/04/2016,11,-3.6
03/04/2016,12,-2.5
03/04/2016,13,-1.6
03/04/2016,14,-1.2
03/04/2016,15,-0.6
03/04/2016,16,-1.2
03/04/2016,17,-2.8
03/04/2016,18,-2.9
03/04/2016,19,-3.5
03/04/2016,20,-3.9
03/04/2016,21,-3.4
03/04/2016,22,-3.6
03/04/2016,23,-4.2
03/04/2016,24,-4
04/04/2016,1,-4
04/04/2016,2,-4.4
04/04/2016,3,-4.7
04/04/2016,4,-5
04/04/2016,5,-5
04/04/2016,6,-5.1
04/04/2016,7,-5.2
04/04/2016,8,-5.6
04/04/2016,9,-5.6
04/04/2016,10,-5.2
04/04/2016,11,-4.5
04/04/2016,12,-4.2
04/04/2016,13,-3.6
04/04/2016,14,-2.1
04/04/2016,15,-1.4
04/04/2016,16,-1.3
04/04/2016,17,-1.5
04/04/2016,18,-1.4
04/04/2016,19,-1.8
04/04/2016,20,-2.9
04/04/2016,21,-3.8
04/04/2016,22,-4.2
04/04/2016,23,-4.6
04/04/2016,24,-4.7
05/04/2016,1,-5.2
05/04/2016,2,-5.2
05/04/2016,3,-4.6
05/04/2016,4,-5
05/04/2016,5,-5.6
05/04/2016,6,-6.1
05/04/2016,7,-6.3
05/04/2016,8,-5.9
05/04/2016,9,-4.3
05/04/2016,10,-3.6
05/04/2016,11,-2.2
05/04/2016,12,-1.3
05/04/2016,13,-1.4
05/04/2016,14,-0.9
05/04/2016,15,-0.9
05/04/2016,16,-0.8
05/04/2016,17,-0.5
05/04/2016,18,-0.3
05/04/2016,19,0.1
05/04/2016,20,-0.2
05/04/2016,21,-0.4
05/04/2016,22,-0.7
05/04/2016,23,-0.6
05/04/2016,24,-0.9
06/04/2016,1,-1.2
06/04/2016,2,-1.1
06/04/2016,3,-0.9
06/04/2016,4,-0.7
06/04/2016,5,-0.3
06/04/2016,6,-0.1
06/04/2016,7,0.3
06/04/2016,8,0.7
06/04/2016,9,0.7
06/04/2016,10,-0.9
06/04/2016,11,0.1
06/04/2016,12,0.4
06/04/2016,13,1
06/04/2016,14,1.4
06/04/2016,15,2
06/04/2016,16,1.8
06/04/2016,17,2.2
06/04/2016,18,1.7
06/04/2016,19,2
06/04/2016,20,2.4
06/04/2016,21,2.8
06/04/2016,22,3.2
06/04/2016,23,3.9
06/04/2016,24,5
07/04/2016,1,7
07/04/2016,2,6.8
07/04/2016,3,8.3
07/04/2016,4,7.7
07/04/2016,5,6.7
07/04/2016,6,5.9
07/04/2016,7,6.3
07/04/2016,8,6.3
07/04/2016,9,7.2
07/04/2016,10,5.9
07/04/2016,11,5.8
07/04/2016,12,6
07/04/2016,13,6.1
07/04/2016,14,6.1
07/04/2016,15,6.7
07/04/2016,16,6.4
07/04/2016,17,5.1
07/04/2016,18,4.3
07/04/2016,19,3.4
07/04/2016,20,2.4
07/04/2016,21,2.3
07/04/2016,22,1.6
07/04/2016,23,1.5
07/04/2016,24,1
08/04/2016,1,0.5
08/04/2016,2,0
08/04/2016,3,-0.9
08/04/2016,4,-1.4
08/04/2016,5,-1.9
08/04/2016,6,-2.4
08/04/2016,7,-2.6
08/04/2016,8,-2.6
08/04/2016,9,-1.7
08/04/2016,10,-0.1
08/04/2016,11,0.8
08/04/2016,12,1.9
08/04/2016,13,2.3
08/04/2016,14,2.9
08/04/2016,15,4.5
08/04/2016,16,4.4
08/04/2016,17,4.9
08/04/2016,18,4.2
08/04/2016,19,3.4
08/04/2016,20,1.3
08/04/2016,21,-0.6
08/04/2016,22,-1.5
08/04/2016,23,-1.6
08/04/2016,24,-1.9
09/04/2016,1,-1.9
09/04/2016,2,-2.1
09/04/2016,3,-2.4
09/04/2016,4,-2.8
09/04/2016,5,-3.4
09/04/2016,6,-4.2
09/04/2016,7,-4.7
09/04/2016,8,-4.7
09/04/2016,9,-3.9
09/04/2016,10,-3.5
09/04/2016,11,-2
09/04/2016,12,-0.6
09/04/2016,13,-0.8
09/04/2016,14,-0.4
09/04/2016,15,0.2
09/04/2016,16,-0.8
09/04/2016,17,-1
09/04/2016,18,-1.5
09/04/2016,19,-2.3
09/04/2016,20,-3.2
09/04/2016,21,-3.9
09/04/2016,22,-4.2
09/04/2016,23,-4.3
09/04/2016,24,-4.5
10/04/2016,1,-4.8
10/04/2016,2,-5.1
10/04/2016,3,-5.3
10/04/2016,4,-5.6
10/04/2016,5,-5.7
10/04/2016,6,-5.9
10/04/2016,7,-5.4
10/04/2016,8,-4.3
10/04/2016,9,-3.4
10/04/2016,10,-2.8
10/04/2016,11,-2.9
10/04/2016,12,-1.7
10/04/2016,13,-1.2
10/04/2016,14,-1.1
10/04/2016,15,-0.2
10/04/2016,16,0.1
10/04/2016,17,-0.4
10/04/2016,18,-0.9
10/04/2016,19,-1.1
10/04/2016,20,-0.8
10/04/2016,21,-0.5
10/04/2016,22,-0.2
10/04/2016,23,0.3
10/04/2016,24,0.8
11/04/2016,1,1.2
11/04/2016,2,1.3
11/04/2016,3,1.6
11/04/2016,4,2
11/04/2016,5,2.4
11/04/2016,6,3
11/04/2016,7,3.8
11/04/2016,8,5.1
11/04/2016,9,5.6
11/04/2016,10,6.1
11/04/2016,11,6.7
11/04/2016,12,7.5
11/04/2016,13,8
11/04/2016,14,9.6
11/04/2016,15,10.1
11/04/2016,16,9.7
11/04/2016,17,9
11/04/2016,18,9.5
11/04/2016,19,9.9
11/04/2016,20,9.2
11/04/2016,21,6.2
11/04/2016,22,4.5
11/04/2016,23,4.3
11/04/2016,24,3.6
12/04/2016,1,2.6
12/04/2016,2,2
12/04/2016,3,1.9
12/04/2016,4,1.6
12/04/2016,5,1.1
12/04/2016,6,1
12/04/2016,7,1.2
12/04/2016,8,2.2
12/04/2016,9,3.6
12/04/2016,10,4.4
12/04/2016,11,5.5
12/04/2016,12,6.7
12/04/2016,13,4.3
12/04/2016,14,6.2
12/04/2016,15,5.5
12/04/2016,16,6.1
12/04/2016,17,4.9
12/04/2016,18,5.1
12/04/2016,19,4.2
12/04/2016,20,3.5
12/04/2016,21,2.9
12/04/2016,22,2
12/04/2016,23,1.6
12/04/2016,24,1
13/04/2016,1,0.6
13/04/2016,2,0
13/04/2016,3,0.3
13/04/2016,4,-0.4
13/04/2016,5,-0.5
13/04/2016,6,-0.1
13/04/2016,7,0.3
13/04/2016,8,1.8
13/04/2016,9,3.5
13/04/2016,10,4.1
13/04/2016,11,4.3
13/04/2016,12,4.6
13/04/2016,13,5.2
13/04/2016,14,4.1
13/04/2016,15,5.4
13/04/2016,16,5.9
13/04/2016,17,5.5
13/04/2016,18,4.3
13/04/2016,19,3.9
13/04/2016,20,3.6
13/04/2016,21,3.4
13/04/2016,22,3.4
13/04/2016,23,3.4
13/04/2016,24,3.5
14/04/2016,1,3
14/04/2016,2,2.8
14/04/2016,3,2.6
14/04/2016,4,2.4
14/04/2016,5,2.3
14/04/2016,6,1.9
14/04/2016,7,2.1
14/04/2016,8,3.4
14/04/2016,9,5.3
14/04/2016,10,nan
14/04/2016,11,nan
14/04/2016,12,8.2
14/04/2016,13,7.4
14/04/2016,14,7.6
14/04/2016,15,7.9
14/04/2016,16,8.1
14/04/2016,17,7.6
14/04/2016,18,7.4
14/04/2016,19,7.8
14/04/2016,20,7.2
14/04/2016,21,6.4
14/04/2016,22,6.4
14/04/2016,23,6
14/04/2016,24,6
15/04/2016,1,6.1
15/04/2016,2,5
15/04/2016,3,5.3
15/04/2016,4,5.5
15/04/2016,5,5.4
15/04/2016,6,5
15/04/2016,7,5.1
15/04/2016,8,6.1
15/04/2016,9,7.2
15/04/2016,10,7.8
15/04/2016,11,9
15/04/2016,12,9.6
15/04/2016,13,10.9
15/04/2016,14,11.1
15/04/2016,15,10.7
15/04/2016,16,11.4
15/04/2016,17,11.7
15/04/2016,18,12.2
15/04/2016,19,12.1
15/04/2016,20,11.6
15/04/2016,21,10.8
15/04/2016,22,10.6
15/04/2016,23,10.1
15/04/2016,24,9.6
16/04/2016,1,9.5
16/04/2016,2,9.5
16/04/2016,3,9.3
16/04/2016,4,8.9
16/04/2016,5,7.9
16/04/2016,6,8
16/04/2016,7,8
16/04/2016,8,9.4
16/04/2016,9,10.1
16/04/2016,10,10.5
16/04/2016,11,11.6
16/04/2016,12,13.2
16/04/2016,13,13.3
16/04/2016,14,15
16/04/2016,15,14.9
16/04/2016,16,14.4
16/04/2016,17,14.8
16/04/2016,18,14
16/04/2016,19,13.6
16/04/2016,20,13.3
16/04/2016,21,13
16/04/2016,22,12.3
16/04/2016,23,12.6
16/04/2016,24,11.9
17/04/2016,1,11.6
17/04/2016,2,10.9
17/04/2016,3,11
17/04/2016,4,10.4
17/04/2016,5,9.8
17/04/2016,6,10.3
17/04/2016,7,10.3
17/04/2016,8,11.5
17/04/2016,9,13.5
17/04/2016,10,14.8
17/04/2016,11,16.5
17/04/2016,12,17.9
17/04/2016,13,18.3
17/04/2016,14,19
17/04/2016,15,20
17/04/2016,16,19.3
17/04/2016,17,18.9
17/04/2016,18,17.6
17/04/2016,19,16.8
17/04/2016,20,15.7
17/04/2016,21,15.7
17/04/2016,22,15.1
17/04/2016,23,14.7
17/04/2016,24,15.4
18/04/2016,1,15.1
18/04/2016,2,14.8
18/04/2016,3,13.5
18/04/2016,4,12.7
18/04/2016,5,12.9
18/04/2016,6,11.1
18/04/2016,7,10.4
18/04/2016,8,11.7
18/04/2016,9,14.9
18/04/2016,10,16.9
18/04/2016,11,20.1
18/04/2016,12,20.5
18/04/2016,13,20.2
18/04/2016,14,21.8
18/04/2016,15,22.1
18/04/2016,16,22.7
18/04/2016,17,21
18/04/2016,18,19.4
18/04/2016,19,19.1
18/04/2016,20,18.5
18/04/2016,21,18.5
18/04/2016,22,15.5
18/04/2016,23,14.6
18/04/2016,24,12.8
19/04/2016,1,11.7
19/04/2016,2,10
19/04/2016,3,8.6
19/04/2016,4,8.9
19/04/2016,5,7.7
19/04/2016,6,7.3
19/04/2016,7,7.4
19/04/2016,8,8.1
19/04/2016,9,8.6
19/04/2016,10,10.1
19/04/2016,11,11.7
19/04/2016,12,13
19/04/2016,13,13.6
19/04/2016,14,14
19/04/2016,15,12.6
19/04/2016,16,12.3
19/04/2016,17,12.5
19/04/2016,18,13.3
19/04/2016,19,14.8
19/04/2016,20,13.1
19/04/2016,21,12.1
19/04/2016,22,11.2
19/04/2016,23,10.5
19/04/2016,24,10.2
20/04/2016,1,9
20/04/2016,2,8
20/04/2016,3,7.2
20/04/2016,4,7.7
20/04/2016,5,7.8
20/04/2016,6,7.6
20/04/2016,7,6.8
20/04/2016,8,9
20/04/2016,9,9.6
20/04/2016,10,9.8
20/04/2016,11,9.7
20/04/2016,12,9.9
20/04/2016,13,11.5
20/04/2016,14,13.2
20/04/2016,15,12.6
20/04/2016,16,13.2
20/04/2016,17,13.4
20/04/2016,18,13.8
20/04/2016,19,12
20/04/2016,20,9.9
20/04/2016,21,9.3
20/04/2016,22,9.1
20/04/2016,23,8.7
20/04/2016,24,8.8
21/04/2016,1,8.8
21/04/2016,2,8.8
21/04/2016,3,8.5
21/04/2016,4,9.3
21/04/2016,5,8.6
21/04/2016,6,8.6
21/04/2016,7,8.4
21/04/2016,8,9.2
21/04/2016,9,10
21/04/2016,10,12
21/04/2016,11,14.4
21/04/2016,12,12.7
21/04/2016,13,13.7
21/04/2016,14,13.6
21/04/2016,15,13.8
21/04/2016,16,12.2
21/04/2016,17,11.4
21/04/2016,18,13.1
21/04/2016,19,13.3
21/04/2016,20,12.8
21/04/2016,21,13.4
21/04/2016,22,12.6
21/04/2016,23,11.2
21/04/2016,24,11.5
22/04/2016,1,11.8
22/04/2016,2,12.5
22/04/2016,3,12.5
22/04/2016,4,11.8
22/04/2016,5,11.4
22/04/2016,6,12
22/04/2016,7,12.5
22/04/2016,8,13.4
22/04/2016,9,13.7
22/04/2016,10,15
22/04/2016,11,16.7
22/04/2016,12,17.3
22/04/2016,13,18.1
22/04/2016,14,18.6
22/04/2016,15,17.9
22/04/2016,16,17.1
22/04/2016,17,15.8
22/04/2016,18,14
22/04/2016,19,12.3
22/04/2016,20,11.1
22/04/2016,21,9.9
22/04/2016,22,8.9
22/04/2016,23,7.8
22/04/2016,24,7.7
23/04/2016,1,7.5
23/04/2016,2,7
23/04/2016,3,5.9
23/04/2016,4,4.8
23/04/2016,5,4.5
23/04/2016,6,3.8
23/04/2016,7,3.4
23/04/2016,8,4.2
23/04/2016,9,5.7
23/04/2016,10,6.9
23/04/2016,11,8.1
23/04/2016,12,9.8
23/04/2016,13,9.4
23/04/2016,14,9.9
23/04/2016,15,9.6
23/04/2016,16,9.4
23/04/2016,17,10
23/04/2016,18,12
23/04/2016,19,nan
23/04/2016,20,9.9
23/04/2016,21,8.4
23/04/2016,22,7
23/04/2016,23,6
23/04/2016,24,5
24/04/2016,1,4.8
24/04/2016,2,4.6
24/04/2016,3,4.8
24/04/2016,4,5
24/04/2016,5,4.7
24/04/2016,6,3.9
24/04/2016,7,3.9
24/04/2016,8,5.7
24/04/2016,9,6.9
24/04/2016,10,6.6
24/04/2016,11,7
24/04/2016,12,7.8
24/04/2016,13,8.4
24/04/2016,14,10.1
24/04/2016,15,9.6
24/04/2016,16,9.5
24/04/2016,17,9.4
24/04/2016,18,8.2
24/04/2016,19,7.2
24/04/2016,20,7.5
24/04/2016,21,7.8
24/04/2016,22,7.5
24/04/2016,23,7.7
24/04/2016,24,7.7
25/04/2016,1,7.9
25/04/2016,2,8.1
25/04/2016,3,8
25/04/2016,4,8
25/04/2016,5,8.1
25/04/2016,6,8.1
25/04/2016,7,7.8
25/04/2016,8,7.4
25/04/2016,9,6.3
25/04/2016,10,5.3
25/04/2016,11,5
25/04/2016,12,5.5
25/04/2016,13,6.4
25/04/2016,14,5.9
25/04/2016,15,5.8
25/04/2016,16,5.4
25/04/2016,17,5
25/04/2016,18,4.9
25/04/2016,19,5.6
25/04/2016,20,5.8
25/04/2016,21,4.1
25/04/2016,22,nan
25/04/2016,23,nan
25/04/2016,24,nan
26/04/2016,1,nan
26/04/2016,2,nan
26/04/2016,3,nan
26/04/2016,4,nan
26/04/2016,5,nan
26/04/2016,6,nan
26/04/2016,7,nan
26/04/2016,8,nan
26/04/2016,9,2.5
26/04/2016,10,2.5
26/04/2016,11,3
26/04/2016,12,3.7
26/04/2016,13,4.3
26/04/2016,14,4.6
26/04/2016,15,4.7
26/04/2016,16,5.3
26/04/2016,17,5.3
26/04/2016,18,5.2
26/04/2016,19,4.7
26/04/2016,20,4.1
26/04/2016,21,3.9
26/04/2016,22,3.5
26/04/2016,23,3.3
26/04/2016,24,3.5
27/04/2016,1,3.1
27/04/2016,2,4.3
27/04/2016,3,4.2
27/04/2016,4,4
27/04/2016,5,3.3
27/04/2016,6,2.4
27/04/2016,7,3.1
27/04/2016,8,4.7
27/04/2016,9,5.5
27/04/2016,10,nan
27/04/2016,11,nan
27/04/2016,12,6.9
27/04/2016,13,8.3
27/04/2016,14,8.2
27/04/2016,15,9.1
27/04/2016,16,8
27/04/2016,17,8.9
27/04/2016,18,9.7
27/04/2016,19,10.6
27/04/2016,20,9.3
27/04/2016,21,7.3
27/04/2016,22,6.5
27/04/2016,23,6.1
27/04/2016,24,5.5
28/04/2016,1,4.9
28/04/2016,2,4.1
28/04/2016,3,3.8
28/04/2016,4,3.3
28/04/2016,5,3.4
28/04/2016,6,2.9
28/04/2016,7,3
28/04/2016,8,4.2
28/04/2016,9,6.9
28/04/2016,10,7.7
28/04/2016,11,6.8
28/04/2016,12,5.9
28/04/2016,13,6.7
28/04/2016,14,6.8
28/04/2016,15,7.1
28/04/2016,16,7.5
28/04/2016,17,7.3
28/04/2016,18,7.5
28/04/2016,19,6.9
28/04/2016,20,6.5
28/04/2016,21,6.5
28/04/2016,22,6.7
28/04/2016,23,6.9
28/04/2016,24,6.9
29/04/2016,1,6.8
29/04/2016,2,6.9
29/04/2016,3,6.2
29/04/2016,4,5.7
29/04/2016,5,5.8
29/04/2016,6,6.2
29/04/2016,7,6.3
29/04/2016,8,6.7
29/04/2016,9,7.2
29/04/2016,10,7.6
29/04/2016,11,8.3
29/04/2016,12,9.5
29/04/2016,13,8.6
29/04/2016,14,7.2
29/04/2016,15,7.6
29/04/2016,16,8.5
29/04/2016,17,9.1
29/04/2016,18,9.2
29/04/2016,19,8.8
29/04/2016,20,8.8
29/04/2016,21,8.4
29/04/2016,22,8.9
29/04/2016,23,8.1
29/04/2016,24,7.7
30/04/2016,1,7.1
30/04/2016,2,6.8
30/04/2016,3,7.3
30/04/2016,4,7.4
30/04/2016,5,6.9
30/04/2016,6,6.5
30/04/2016,7,5.8
30/04/2016,8,8.5
30/04/2016,9,11
30/04/2016,10,10.9
30/04/2016,11,11
30/04/2016,12,12.6
30/04/2016,13,12.5
30/04/2016,14,12.1
30/04/2016,15,13.3
30/04/2016,16,13.3
30/04/2016,17,12.9
30/04/2016,18,12
30/04/2016,19,11.4
30/04/2016,20,10.9
30/04/2016,21,10.9
30/04/2016,22,10.5
30/04/2016,23,10.8
30/04/2016,24,10.8
01/05/2016,1,10.5
01/05/2016,2,10.7
01/05/2016,3,9.5
01/05/2016,4,9.2
01/05/2016,5,8
01/05/2016,6,7.4
01/05/2016,7,7
01/05/2016,8,7.6
01/05/2016,9,7.9
01/05/2016,10,8.3
01/05/2016,11,8.7
01/05/2016,12,8.8
01/05/2016,13,9.1
01/05/2016,14,9.4
01/05/2016,15,8.3
01/05/2016,16,7.9
01/05/2016,17,8
01/05/2016,18,7.9
01/05/2016,19,8.5
01/05/2016,20,9.1
01/05/2016,21,8.4
01/05/2016,22,8.1
01/05/2016,23,8
01/05/2016,24,8.1
02/05/2016,1,8
02/05/2016,2,8
02/05/2016,3,7.8
02/05/2016,4,7.6
02/05/2016,5,7.4
02/05/2016,6,7.3
02/05/2016,7,7.2
02/05/2016,8,7.1
02/05/2016,9,6.9
02/05/2016,10,6.8
02/05/2016,11,8.4
02/05/2016,12,8.8
02/05/2016,13,9.4
02/05/2016,14,10.1
02/05/2016,15,10.8
02/05/2016,16,11.4
02/05/2016,17,10.5
02/05/2016,18,10.4
02/05/2016,19,9.1
02/05/2016,20,9
02/05/2016,21,8.9
02/05/2016,22,8.7
02/05/2016,23,8.3
02/05/2016,24,7.8
03/05/2016,1,8.5
03/05/2016,2,8.7
03/05/2016,3,8.8
03/05/2016,4,8
03/05/2016,5,6.7
03/05/2016,6,6.1
03/05/2016,7,6.5
03/05/2016,8,9.8
03/05/2016,9,11.5
03/05/2016,10,12
03/05/2016,11,12.7
03/05/2016,12,10.5
03/05/2016,13,11.6
03/05/2016,14,12.6
03/05/2016,15,13.7
03/05/2016,16,11.7
03/05/2016,17,11.7
03/05/2016,18,11.7
03/05/2016,19,11.6
03/05/2016,20,10.8
03/05/2016,21,10.2
03/05/2016,22,9.8
03/05/2016,23,9.5
03/05/2016,24,9.6
04/05/2016,1,8.7
04/05/2016,2,8.6
04/05/2016,3,8
04/05/2016,4,8.1
04/05/2016,5,7.3
04/05/2016,6,7.1
04/05/2016,7,7.3
04/05/2016,8,9.3
04/05/2016,9,10.4
04/05/2016,10,11.1
04/05/2016,11,11.7
04/05/2016,12,13
04/05/2016,13,13.9
04/05/2016,14,13.9
04/05/2016,15,14.5
04/05/2016,16,13.7
04/05/2016,17,13.8
04/05/2016,18,13.7
04/05/2016,19,12.7
04/05/2016,20,11.6
04/05/2016,21,11.6
04/05/2016,22,11.7
04/05/2016,23,11.3
04/05/2016,24,11.1
05/05/2016,1,11.2
05/05/2016,2,11
05/05/2016,3,10.7
05/05/2016,4,9.9
05/05/2016,5,9.9
05/05/2016,6,9.6
05/05/2016,7,9.8
05/05/2016,8,11
05/05/2016,9,11.1
05/05/2016,10,11.8
05/05/2016,11,13.2
05/05/2016,12,12.8
05/05/2016,13,13.2
05/05/2016,14,14.2
05/05/2016,15,14.2
05/05/2016,16,15
05/05/2016,17,14.7
05/05/2016,18,15.4
05/05/2016,19,16.5
05/05/2016,20,16.2
05/05/2016,21,15.4
05/05/2016,22,14
05/05/2016,23,13.5
05/05/2016,24,12.4
06/05/2016,1,12.3
06/05/2016,2,11.8
06/05/2016,3,11.3
06/05/2016,4,11.3
06/05/2016,5,10.1
06/05/2016,6,10.6
06/05/2016,7,10.3
06/05/2016,8,12
06/05/2016,9,15
06/05/2016,10,17.1
06/05/2016,11,19.5
06/05/2016,12,17.6
06/05/2016,13,18.4
06/05/2016,14,18.5
06/05/2016,15,19.6
06/05/2016,16,20.1
06/05/2016,17,19.7
06/05/2016,18,18.6
06/05/2016,19,18.6
06/05/2016,20,17.1
06/05/2016,21,16.4
06/05/2016,22,16.3
06/05/2016,23,15.6
06/05/2016,24,15.1
07/05/2016,1,14.3
07/05/2016,2,14.2
07/05/2016,3,13.3
07/05/2016,4,11.4
07/05/2016,5,10.5
07/05/2016,6,10.3
07/05/2016,7,11.7
07/05/2016,8,13.1
07/05/2016,9,14.1
07/05/2016,10,14.5
07/05/2016,11,15.3
07/05/2016,12,16.9
07/05/2016,13,18.1
07/05/2016,14,17.2
07/05/2016,15,16.6
07/05/2016,16,14.9
07/05/2016,17,14.3
07/05/2016,18,14.3
07/05/2016,19,14.7
07/05/2016,20,14
07/05/2016,21,13.6
07/05/2016,22,14
07/05/2016,23,10.5
07/05/2016,24,8.8
08/05/2016,1,8.9
08/05/2016,2,8.4
08/05/2016,3,7.3
08/05/2016,4,6.6
08/05/2016,5,5.7
08/05/2016,6,5.1
08/05/2016,7,5.3
08/05/2016,8,7.1
08/05/2016,9,8.6
08/05/2016,10,9.8
08/05/2016,11,10.8
08/05/2016,12,10.9
08/05/2016,13,9.1
08/05/2016,14,8.6
08/05/2016,15,10.1
08/05/2016,16,11.5
08/05/2016,17,13.7
08/05/2016,18,14.1
08/05/2016,19,13.7
08/05/2016,20,13.4
08/05/2016,21,11.6
08/05/2016,22,10.3
08/05/2016,23,8.6
08/05/2016,24,7.6
09/05/2016,1,7.1
09/05/2016,2,6.7
09/05/2016,3,6
09/05/2016,4,5.4
09/05/2016,5,5
09/05/2016,6,4.4
09/05/2016,7,5.2
09/05/2016,8,7.1
09/05/2016,9,9.1
09/05/2016,10,9.1
09/05/2016,11,9.9
09/05/2016,12,11.3
09/05/2016,13,13.2
09/05/2016,14,12.3
09/05/2016,15,13.1
09/05/2016,16,13.7
09/05/2016,17,14.5
09/05/2016,18,14.6
09/05/2016,19,13.9
09/05/2016,20,12.9
09/05/2016,21,11.8
09/05/2016,22,11.1
09/05/2016,23,10.5
09/05/2016,24,9.6
10/05/2016,1,8.5
10/05/2016,2,8.2
10/05/2016,3,7.6
10/05/2016,4,7.4
10/05/2016,5,7.5
10/05/2016,6,7.6
10/05/2016,7,7.5
10/05/2016,8,9.8
10/05/2016,9,9.5
10/05/2016,10,11.5
10/05/2016,11,11.9
10/05/2016,12,13.1
10/05/2016,13,13.1
10/05/2016,14,13.4
10/05/2016,15,14.9
10/05/2016,16,15.4
10/05/2016,17,15.1
10/05/2016,18,14.1
10/05/2016,19,13.6
10/05/2016,20,13.4
10/05/2016,21,12.5
10/05/2016,22,11.6
10/05/2016,23,10.2
10/05/2016,24,9.9
11/05/2016,1,10.3
11/05/2016,2,9
11/05/2016,3,10
11/05/2016,4,9.9
11/05/2016,5,10.2
11/05/2016,6,9.7
11/05/2016,7,10.2
11/05/2016,8,13
11/05/2016,9,14.4
11/05/2016,10,14
11/05/2016,11,15.3
11/05/2016,12,15.7
11/05/2016,13,16.1
11/05/2016,14,16.7
11/05/2016,15,16.3
11/05/2016,16,17.1
11/05/2016,17,17.4
11/05/2016,18,17.5
11/05/2016,19,16
11/05/2016,20,16
11/05/2016,21,15.5
11/05/2016,22,14.3
11/05/2016,23,14
11/05/2016,24,13
12/05/2016,1,12.2
12/05/2016,2,11.8
12/05/2016,3,11.8
12/05/2016,4,12.2
12/05/2016,5,12.5
12/05/2016,6,12
12/05/2016,7,12.4
12/05/2016,8,14.4
12/05/2016,9,15.4
12/05/2016,10,16.5
12/05/2016,11,17.7
12/05/2016,12,18.8
12/05/2016,13,18.9
12/05/2016,14,19.7
12/05/2016,15,19.9
12/05/2016,16,20
12/05/2016,17,20.2
12/05/2016,18,19.5
12/05/2016,19,18.2
12/05/2016,20,17
12/05/2016,21,16.6
