date,hour,Temperature
13/02/2016,15,-17.6
13/02/2016,16,-16.9
13/02/2016,17,-16.5
13/02/2016,18,-17.1
13/02/2016,19,-17.9
13/02/2016,20,-18.8
13/02/2016,21,-19.4
13/02/2016,22,-19.7
13/02/2016,23,-20.6
13/02/2016,24,-21.4
14/02/2016,1,-21.8
14/02/2016,2,-21.8
14/02/2016,3,-22
14/02/2016,4,-22.2
14/02/2016,5,-22.2
14/02/2016,6,-22.3
14/02/2016,7,-22.1
14/02/2016,8,-22.1
14/02/2016,9,-21.8
14/02/2016,10,-20.3
14/02/2016,11,-17.4
14/02/2016,12,-15.3
14/02/2016,13,-13.6
14/02/2016,14,-13.1
14/02/2016,15,-12.5
14/02/2016,16,-11.5
14/02/2016,17,-11.2
14/02/2016,18,-11.1
14/02/2016,19,-11.1
14/02/2016,20,-10.7
14/02/2016,21,-10.6
14/02/2016,22,-10.7
14/02/2016,23,-10.8
14/02/2016,24,-10.3
15/02/2016,1,-10
15/02/2016,2,-9.6
15/02/2016,3,-8.5
15/02/2016,4,-7.6
15/02/2016,5,-7.5
15/02/2016,6,-6.9
15/02/2016,7,-6.5
15/02/2016,8,-6.6
15/02/2016,9,-6.6
15/02/2016,10,-5.3
15/02/2016,11,-4.4
15/02/2016,12,-4.6
15/02/2016,13,-4.4
15/02/2016,14,-3.9
15/02/2016,15,-3.7
15/02/2016,16,-3.1
15/02/2016,17,-2.7
15/02/2016,18,-2.1
15/02/2016,19,-1.7
15/02/2016,20,-1.1
15/02/2016,21,-0.5
15/02/2016,22,-0.2
15/02/2016,23,0
15/02/2016,24,-0.2
16/02/2016,1,-0.1
16/02/2016,2,-0.2
16/02/2016,3,-0.1
16/02/2016,4,-0.2
16/02/2016,5,-0.4
16/02/2016,6,-0.6
16/02/2016,7,-0.6
16/02/2016,8,-0.7
16/02/2016,9,-0.7
16/02/2016,10,-0.5
16/02/2016,11,-0.5
16/02/2016,12,-0.2
16/02/2016,13,-0.2
16/02/2016,14,-0.2
16/02/2016,15,0
16/02/2016,16,0.1
16/02/2016,17,0
16/02/2016,18,-0.1
16/02/2016,19,-0.4
16/02/2016,20,-0.2
16/02/2016,21,-0.4
16/02/2016,22,-0.5
16/02/2016,23,-0.6
16/02/2016,24,-0.7
17/02/2016,1,-0.4
17/02/2016,2,-0.3
17/02/2016,3,-0.4
17/02/2016,4,-1
17/02/2016,5,-1.2
17/02/2016,6,-1.9
17/02/2016,7,-2.2
17/02/2016,8,-2.3
17/02/2016,9,-2.2
17/02/2016,10,-1.5
17/02/2016,11,-0.8
17/02/2016,12,-0.3
17/02/2016,13,-0.5
17/02/2016,14,-0.8
17/02/2016,15,-1.4
17/02/2016,16,-1.5
17/02/2016,17,-2.8
17/02/2016,18,-3.5
17/02/2016,19,-5.1
17/02/2016,20,-5.7
17/02/2016,21,-6.1
17/02/2016,22,-6.5
17/02/2016,23,-7.1
17/02/2016,24,-7.6
18/02/2016,1,-8.6
18/02/2016,2,-9.2
18/02/2016,3,-9.8
18/02/2016,4,-9.9
18/02/2016,5,-10.4
18/02/2016,6,-10.5
18/02/2016,7,-10.4
18/02/2016,8,-10.8
18/02/2016,9,-10.7
18/02/2016,10,-9.5
18/02/2016,11,-7.9
18/02/2016,12,-6
18/02/2016,13,-5.5
18/02/2016,14,-4.8
18/02/2016,15,-5.3
18/02/2016,16,-5
18/02/2016,17,-5.2
18/02/2016,18,-5.2
18/02/2016,19,-5.6
18/02/2016,20,-5.3
18/02/2016,21,-4.9
18/02/2016,22,-4.8
18/02/2016,23,-4.1
18/02/2016,24,-4.1
19/02/2016,1,-3.6
19/02/2016,2,-3.1
19/02/2016,3,-2.7
19/02/2016,4,-2.4
19/02/2016,5,-2.3
19/02/2016,6,-1.8
19/02/2016,7,-1.6
19/02/2016,8,-1.4
19/02/2016,9,-0.8
19/02/2016,10,-0.5
19/02/2016,11,0.3
19/02/2016,12,1.3
19/02/2016,13,2.3
19/02/2016,14,3.6
19/02/2016,15,3.9
19/02/2016,16,3.8
19/02/2016,17,3.8
19/02/2016,18,4.6
19/02/2016,19,5
19/02/2016,20,5
19/02/2016,21,6.4
19/02/2016,22,6.6
19/02/2016,23,7.4
19/02/2016,24,7.2
20/02/2016,1,7.4
20/02/2016,2,6.9
20/02/2016,3,6.2
20/02/2016,4,6.2
20/02/2016,5,6.7
20/02/2016,6,7
20/02/2016,7,6.7
20/02/2016,8,5.8
20/02/2016,9,5.8
20/02/2016,10,7.1
20/02/2016,11,8.4
20/02/2016,12,10.1
20/02/2016,13,9.5
20/02/2016,14,11.7
20/02/2016,15,12.4
20/02/2016,16,12.3
20/02/2016,17,11.6
20/02/2016,18,10.5
20/02/2016,19,9.2
20/02/2016,20,8.4
20/02/2016,21,7
20/02/2016,22,6.5
20/02/2016,23,5.8
20/02/2016,24,5.4
21/02/2016,1,5.2
21/02/2016,2,5
21/02/2016,3,4.3
21/02/2016,4,4.2
21/02/2016,5,4.3
21/02/2016,6,4
21/02/2016,7,4.2
21/02/2016,8,3.8
21/02/2016,9,3.7
21/02/2016,10,4.8
21/02/2016,11,5.6
21/02/2016,12,6
21/02/2016,13,6
21/02/2016,14,6.4
21/02/2016,15,5.4
21/02/2016,16,5.4
21/02/2016,17,4.7
21/02/2016,18,3.9
21/02/2016,19,2.7
21/02/2016,20,1.6
21/02/2016,21,0.8
21/02/2016,22,0.3
21/02/2016,23,-0.2
21/02/2016,24,-0.5
22/02/2016,1,-0.6
22/02/2016,2,-0.9
22/02/2016,3,-1.1
22/02/2016,4,-1.3
22/02/2016,5,-1.6
22/02/2016,6,-2.4
22/02/2016,7,-3.1
22/02/2016,8,-3.5
22/02/2016,9,-3.6
22/02/2016,10,-2.9
22/02/2016,11,-1.8
22/02/2016,12,-1
22/02/2016,13,0.4
22/02/2016,14,0.4
22/02/2016,15,-0.6
22/02/2016,16,-0.9
22/02/2016,17,-1.1
22/02/2016,18,-1.1
22/02/2016,19,-1.6
22/02/2016,20,-1.6
22/02/2016,21,-1.6
22/02/2016,22,-1.6
22/02/2016,23,-1.5
22/02/2016,24,-1.6
23/02/2016,1,-1.8
23/02/2016,2,-1.8
23/02/2016,3,-1.6
23/02/2016,4,-2.1
23/02/2016,5,-2.1
23/02/2016,6,-2.1
23/02/2016,7,-2
23/02/2016,8,-1.9
23/02/2016,9,-2.6
23/02/2016,10,-2.3
23/02/2016,11,-1.8
23/02/2016,12,-1.6
23/02/2016,13,-0.7
23/02/2016,14,-0.3
23/02/2016,15,0.2
23/02/2016,16,0.1
23/02/2016,17,0.2
23/02/2016,18,-0.3
23/02/2016,19,-0.5
23/02/2016,20,-0.4
23/02/2016,21,0.5
23/02/2016,22,0.4
23/02/2016,23,-0.2
23/02/2016,24,-0.1
24/02/2016,1,-0.1
24/02/2016,2,-0.1
24/02/2016,3,0
24/02/2016,4,-0.3
24/02/2016,5,-0.2
24/02/2016,6,-0.1
24/02/2016,7,0
24/02/2016,8,0.3
24/02/2016,9,0.3
24/02/2016,10,0
24/02/2016,11,0.2
24/02/2016,12,0.4
24/02/2016,13,0.5
24/02/2016,14,0.7
24/02/2016,15,1.3
24/02/2016,16,1.6
24/02/2016,17,1.8
24/02/2016,18,1.8
24/02/2016,19,2
24/02/2016,20,2.1
24/02/2016,21,2.3
24/02/2016,22,2.3
24/02/2016,23,2.5
24/02/2016,24,2.6
25/02/2016,1,2.1
25/02/2016,2,2.1
25/02/2016,3,1.7
25/02/2016,4,1.3
25/02/2016,5,1.2
25/02/2016,6,1.1
25/02/2016,7,0.6
25/02/2016,8,0.4
25/02/2016,9,0.3
25/02/2016,10,0.5
25/02/2016,11,0.6
25/02/2016,12,0.6
25/02/2016,13,0.4
25/02/2016,14,0.3
25/02/2016,15,-1.4
25/02/2016,16,-1.9
25/02/2016,17,-1.5
25/02/2016,18,-1.6
25/02/2016,19,-1.8
25/02/2016,20,-1.9
25/02/2016,21,-2.1
25/02/2016,22,-2.6
25/02/2016,23,-3.9
25/02/2016,24,-3.9
26/02/2016,1,-4.8
26/02/2016,2,-5.9
26/02/2016,3,-6.9
26/02/2016,4,-7.3
26/02/2016,5,-8.5
26/02/2016,6,-9
26/02/2016,7,-9.6
26/02/2016,8,-9.8
26/02/2016,9,-9.6
26/02/2016,10,-8.3
26/02/2016,11,-6.9
26/02/2016,12,-5.4
26/02/2016,13,-4.2
26/02/2016,14,-3.8
26/02/2016,15,-3.3
26/02/2016,16,-3
26/02/2016,17,-2.9
26/02/2016,18,-2.8
26/02/2016,19,-3.4
26/02/2016,20,-3.8
26/02/2016,21,-4.1
26/02/2016,22,-4.1
26/02/2016,23,-4.3
26/02/2016,24,-4.4
27/02/2016,1,-4.3
27/02/2016,2,-4
27/02/2016,3,-3.8
27/02/2016,4,-3.7
27/02/2016,5,-3.1
27/02/2016,6,-2.5
27/02/2016,7,-1.6
27/02/2016,8,-1.4
27/02/2016,9,-1
27/02/2016,10,-0.2
27/02/2016,11,1.1
27/02/2016,12,2.6
27/02/2016,13,3.7
27/02/2016,14,3.6
27/02/2016,15,3.9
27/02/2016,16,3.8
27/02/2016,17,4.1
27/02/2016,18,3.9
27/02/2016,19,3.6
27/02/2016,20,4
27/02/2016,21,4.6
27/02/2016,22,5.2
27/02/2016,23,5.7
27/02/2016,24,5.8
28/02/2016,1,5.5
28/02/2016,2,5.4
28/02/2016,3,5.1
28/02/2016,4,4.4
28/02/2016,5,4.2
28/02/2016,6,3.7
28/02/2016,7,3.5
28/02/2016,8,3.8
28/02/2016,9,4.4
28/02/2016,10,5.4
28/02/2016,11,7.1
28/02/2016,12,8.3
28/02/2016,13,10.1
28/02/2016,14,11.3
28/02/2016,15,12
28/02/2016,16,12.5
28/02/2016,17,13.1
28/02/2016,18,12.9
28/02/2016,19,13.9
28/02/2016,20,13.7
28/02/2016,21,12.7
28/02/2016,22,11.1
28/02/2016,23,10.3
28/02/2016,24,10.3
29/02/2016,1,13.1
29/02/2016,2,11.3
29/02/2016,3,10.1
29/02/2016,4,10.5
29/02/2016,5,7.9
29/02/2016,6,nan
29/02/2016,7,0.2
29/02/2016,8,-1
29/02/2016,9,-1.3
29/02/2016,10,-0.2
29/02/2016,11,0.5
29/02/2016,12,0.2
29/02/2016,13,1.7
29/02/2016,14,2.7
29/02/2016,15,3.6
29/02/2016,16,5
29/02/2016,17,5.1
29/02/2016,18,4.6
29/02/2016,19,-0.6
29/02/2016,20,-2
29/02/2016,21,-4.2
29/02/2016,22,-5
29/02/2016,23,-5.5
29/02/2016,24,-5.8
01/03/2016,1,-6
01/03/2016,2,-6.3
01/03/2016,3,-6.4
01/03/2016,4,-6.8
01/03/2016,5,-6.8
01/03/2016,6,-7.8
01/03/2016,7,-8
01/03/2016,8,-8.6
01/03/2016,9,-8.3
01/03/2016,10,-7.6
01/03/2016,11,-8.2
01/03/2016,12,-8
01/03/2016,13,-7.2
01/03/2016,14,-7.1
01/03/2016,15,-7.1
01/03/2016,16,-7
01/03/2016,17,-6.6
01/03/2016,18,-6.3
01/03/2016,19,-6.3
01/03/2016,20,-8
01/03/2016,21,-8
01/03/2016,22,-8.1
01/03/2016,23,-8.3
01/03/2016,24,-8.4
02/03/2016,1,-9.2
02/03/2016,2,-10.3
02/03/2016,3,-9.7
02/03/2016,4,-9.5
02/03/2016,5,-9.9
02/03/2016,6,-9.4
02/03/2016,7,-8.7
02/03/2016,8,-8.2
02/03/2016,9,-8.1
02/03/2016,10,-7.7
02/03/2016,11,-7.1
02/03/2016,12,-6.9
02/03/2016,13,-6.3
02/03/2016,14,-4.8
02/03/2016,15,-4
02/03/2016,16,-4.1
02/03/2016,17,-3.8
02/03/2016,18,-4.8
02/03/2016,19,-5.8
02/03/2016,20,-7
02/03/2016,21,-7.9
02/03/2016,22,-7.9
02/03/2016,23,-7.9
02/03/2016,24,-7.9
03/03/2016,1,-8.3
03/03/2016,2,-8.6
03/03/2016,3,-9
03/03/2016,4,-8.6
03/03/2016,5,-8.7
03/03/2016,6,-8.8
03/03/2016,7,-8.9
03/03/2016,8,-8.7
03/03/2016,9,-8.8
03/03/2016,10,-7.6
03/03/2016,11,-5.9
03/03/2016,12,-5.9
03/03/2016,13,-5.3
03/03/2016,14,-4.9
03/03/2016,15,-4.5
03/03/2016,16,-3.8
03/03/2016,17,-4.2
03/03/2016,18,-4
03/03/2016,19,-4.2
03/03/2016,20,-3.9
03/03/2016,21,-3.7
03/03/2016,22,-3
03/03/2016,23,-4.1
03/03/2016,24,-4.8
04/03/2016,1,-4.9
04/03/2016,2,-4.7
04/03/2016,3,-4.6
04/03/2016,4,-4.3
04/03/2016,5,-4.2
04/03/2016,6,-4.3
04/03/2016,7,-4.2
04/03/2016,8,-4.3
04/03/2016,9,-3.8
04/03/2016,10,-3.1
04/03/2016,11,-1.9
04/03/2016,12,-0.9
04/03/2016,13,0.2
04/03/2016,14,0.2
04/03/2016,15,-0.8
04/03/2016,16,-0.7
04/03/2016,17,-0.7
04/03/2016,18,-1
04/03/2016,19,-1.5
04/03/2016,20,-1.8
04/03/2016,21,-1.4
04/03/2016,22,-1.2
04/03/2016,23,-1
04/03/2016,24,-1
05/03/2016,1,-1
05/03/2016,2,-0.6
05/03/2016,3,-1.3
05/03/2016,4,-1.4
05/03/2016,5,-1.3
05/03/2016,6,-1.4
05/03/2016,7,-1.1
05/03/2016,8,-1.2
05/03/2016,9,-1.3
05/03/2016,10,-1.7
05/03/2016,11,-1.8
05/03/2016,12,-1.2
05/03/2016,13,-0.7
05/03/2016,14,0.1
05/03/2016,15,-0.4
05/03/2016,16,-0.5
05/03/2016,17,-0.3
05/03/2016,18,-0.8
05/03/2016,19,-1
05/03/2016,20,-0.9
05/03/2016,21,-0.8
05/03/2016,22,-1.3
05/03/2016,23,-1.5
05/03/2016,24,-1.2
06/03/2016,1,-1.4
06/03/2016,2,-2.2
06/03/2016,3,-2
06/03/2016,4,-2.5
06/03/2016,5,-2.8
06/03/2016,6,-3
06/03/2016,7,-3.9
06/03/2016,8,-4.4
06/03/2016,9,-3.2
06/03/2016,10,-0.7
06/03/2016,11,1.2
06/03/2016,12,1.1
06/03/2016,13,1.2
06/03/2016,14,1.2
06/03/2016,15,1.5
06/03/2016,16,2.1
06/03/2016,17,2.1
06/03/2016,18,1.9
06/03/2016,19,1.6
06/03/2016,20,1.6
06/03/2016,21,1.8
06/03/2016,22,1.4
06/03/2016,23,1.1
06/03/2016,24,0.7
07/03/2016,1,1
07/03/2016,2,1.8
07/03/2016,3,2.4
07/03/2016,4,2.7
07/03/2016,5,3
07/03/2016,6,3.3
07/03/2016,7,3.5
07/03/2016,8,3.6
07/03/2016,9,5
07/03/2016,10,5.7
07/03/2016,11,7.1
07/03/2016,12,9.2
07/03/2016,13,10.4
07/03/2016,14,9.4
07/03/2016,15,9
07/03/2016,16,9.1
07/03/2016,17,9.3
07/03/2016,18,9.5
07/03/2016,19,10.1
07/03/2016,20,9.1
07/03/2016,21,8.5
07/03/2016,22,9.5
07/03/2016,23,10.1
07/03/2016,24,8.9
08/03/2016,1,7.8
08/03/2016,2,7.4
08/03/2016,3,6.9
08/03/2016,4,6.9
08/03/2016,5,6.4
08/03/2016,6,5.8
08/03/2016,7,5.6
08/03/2016,8,5.7
08/03/2016,9,5.9
08/03/2016,10,6.4
08/03/2016,11,7.6
08/03/2016,12,9.7
08/03/2016,13,10.7
08/03/2016,14,10.8
08/03/2016,15,9.9
08/03/2016,16,10.5
08/03/2016,17,9.2
08/03/2016,18,8.5
08/03/2016,19,9.4
08/03/2016,20,9.2
08/03/2016,21,8.6
08/03/2016,22,8.2
08/03/2016,23,8.4
08/03/2016,24,8
09/03/2016,1,7.2
09/03/2016,2,8.5
09/03/2016,3,9.6
09/03/2016,4,7.6
09/03/2016,5,7
09/03/2016,6,7.3
09/03/2016,7,8.6
09/03/2016,8,9.9
09/03/2016,9,11
09/03/2016,10,11.6
09/03/2016,11,13.2
09/03/2016,12,14.4
09/03/2016,13,14.5
09/03/2016,14,14.6
09/03/2016,15,18
09/03/2016,16,15
09/03/2016,17,14.9
09/03/2016,18,16.7
09/03/2016,19,16.5
09/03/2016,20,15.9
09/03/2016,21,15.9
09/03/2016,22,16
09/03/2016,23,15.6
09/03/2016,24,15.6
10/03/2016,1,15.4
10/03/2016,2,15.2
10/03/2016,3,14.4
10/03/2016,4,13.4
10/03/2016,5,12.5
10/03/2016,6,12.1
10/03/2016,7,11.7
10/03/2016,8,11.3
10/03/2016,9,11.1
10/03/2016,10,11.4
10/03/2016,11,11
10/03/2016,12,10.7
10/03/2016,13,11.4
10/03/2016,14,11.1
10/03/2016,15,10.7
10/03/2016,16,10.2
10/03/2016,17,10.5
10/03/2016,18,9.5
10/03/2016,19,7.7
10/03/2016,20,6.7
10/03/2016,21,5.8
10/03/2016,22,5.2
10/03/2016,23,4.9
10/03/2016,24,4.6
11/03/2016,1,3.8
11/03/2016,2,3.4
11/03/2016,3,2.9
11/03/2016,4,2.7
11/03/2016,5,2.7
11/03/2016,6,2.5
11/03/2016,7,2.6
11/03/2016,8,3
11/03/2016,9,3
11/03/2016,10,3.3
11/03/2016,11,3.5
11/03/2016,12,3.8
11/03/2016,13,5.3
11/03/2016,14,6.8
11/03/2016,15,8
11/03/2016,16,6.2
11/03/2016,17,5.7
11/03/2016,18,6.1
11/03/2016,19,6.1
11/03/2016,20,6.2
11/03/2016,21,5.2
11/03/2016,22,4
11/03/2016,23,3.2
11/03/2016,24,2.9
12/03/2016,1,2.9
12/03/2016,2,2.6
12/03/2016,3,2.2
12/03/2016,4,2.1
12/03/2016,5,1.5
12/03/2016,6,1.3
12/03/2016,7,1.1
12/03/2016,8,1.1
12/03/2016,9,2.3
12/03/2016,10,4.3
12/03/2016,11,5.5
12/03/2016,12,5.2
12/03/2016,13,7
12/03/2016,14,10.6
12/03/2016,15,12.1
12/03/2016,16,13
12/03/2016,17,16.4
12/03/2016,18,14.3
12/03/2016,19,11.3
12/03/2016,20,11.2
12/03/2016,21,13
12/03/2016,22,12.3
12/03/2016,23,11.7
12/03/2016,24,9.8
13/03/2016,1,9.3
13/03/2016,2,8.5
13/03/2016,3,8.1
13/03/2016,4,9.1
13/03/2016,5,7.9
13/03/2016,6,7.6
13/03/2016,7,6.9
13/03/2016,8,6.8
13/03/2016,9,7
13/03/2016,10,6.6
13/03/2016,11,6.2
13/03/2016,12,6.4
13/03/2016,13,6.3
13/03/2016,14,6.2
13/03/2016,15,6.7
13/03/2016,16,7.1
13/03/2016,17,7.5
13/03/2016,18,6.3
13/03/2016,19,6.2
13/03/2016,20,6.6
13/03/2016,21,6.2
13/03/2016,22,6
13/03/2016,23,5.6
13/03/2016,24,5.1
14/03/2016,1,4.6
14/03/2016,2,3.7
14/03/2016,3,3.9
14/03/2016,4,4.2
14/03/2016,5,4.5
14/03/2016,6,4.7
14/03/2016,7,5.1
14/03/2016,8,5
14/03/2016,9,5
14/03/2016,10,5.7
14/03/2016,11,6.3
14/03/2016,12,6.8
14/03/2016,13,6.8
14/03/2016,14,6.9
14/03/2016,15,7.1
14/03/2016,16,7.3
14/03/2016,17,7.6
14/03/2016,18,8
14/03/2016,19,8.5
14/03/2016,20,9
14/03/2016,21,8.4
14/03/2016,22,8.3
14/03/2016,23,8.5
14/03/2016,24,8.8
15/03/2016,1,9.5
15/03/2016,2,9
15/03/2016,3,8
15/03/2016,4,7.6
15/03/2016,5,7.2
15/03/2016,6,7.1
15/03/2016,7,7.6
15/03/2016,8,7.6
15/03/2016,9,7.5
15/03/2016,10,7.3
15/03/2016,11,7.4
15/03/2016,12,7.3
15/03/2016,13,7.7
15/03/2016,14,7.9
15/03/2016,15,9.6
15/03/2016,16,10
15/03/2016,17,10
15/03/2016,18,9.6
15/03/2016,19,8.6
15/03/2016,20,7.9
15/03/2016,21,7.9
15/03/2016,22,7.7
15/03/2016,23,7.4
15/03/2016,24,7.1
16/03/2016,1,7
16/03/2016,2,7
16/03/2016,3,7
16/03/2016,4,6.8
16/03/2016,5,6.5
16/03/2016,6,5.7
16/03/2016,7,5.6
16/03/2016,8,5.2
16/03/2016,9,4.6
16/03/2016,10,4.4
16/03/2016,11,4.8
16/03/2016,12,4.2
16/03/2016,13,4.1
16/03/2016,14,4.5
16/03/2016,15,5.7
16/03/2016,16,9.1
16/03/2016,17,9.7
16/03/2016,18,11
16/03/2016,19,11.8
16/03/2016,20,10.4
16/03/2016,21,8.6
16/03/2016,22,9.8
16/03/2016,23,9.4
16/03/2016,24,7.5
17/03/2016,1,6.6
17/03/2016,2,6.2
17/03/2016,3,6.4
17/03/2016,4,5.9
17/03/2016,5,6
17/03/2016,6,5.3
17/03/2016,7,5.8
17/03/2016,8,5.4
17/03/2016,9,6.8
17/03/2016,10,8.7
17/03/2016,11,10.1
17/03/2016,12,10.5
17/03/2016,13,9.7
17/03/2016,14,9.1
17/03/2016,15,10
17/03/2016,16,9.9
17/03/2016,17,9.9
17/03/2016,18,9.2
17/03/2016,19,8.7
17/03/2016,20,6.7
17/03/2016,21,6.6
17/03/2016,22,5.6
17/03/2016,23,5.1
17/03/2016,24,4.5
18/03/2016,1,4.6
18/03/2016,2,4.6
18/03/2016,3,4.5
18/03/2016,4,4.3
18/03/2016,5,4.2
18/03/2016,6,3.9
18/03/2016,7,3.3
18/03/2016,8,3.5
18/03/2016,9,4.1
18/03/2016,10,4
18/03/2016,11,5
18/03/2016,12,4.9
18/03/2016,13,4.5
18/03/2016,14,4.9
18/03/2016,15,6.9
18/03/2016,16,5.3
18/03/2016,17,4.4
18/03/2016,18,3.7
18/03/2016,19,2.2
18/03/2016,20,0.7
18/03/2016,21,-0.3
18/03/2016,22,-0.5
18/03/2016,23,-0.8
18/03/2016,24,-0.6
19/03/2016,1,-1
19/03/2016,2,-1.4
19/03/2016,3,-1.8
19/03/2016,4,-2.4
19/03/2016,5,-2.8
19/03/2016,6,-3.1
19/03/2016,7,-3.7
19/03/2016,8,-4.1
19/03/2016,9,-3.7
19/03/2016,10,-2.1
19/03/2016,11,-1.7
19/03/2016,12,-0.6
19/03/2016,13,0.2
19/03/2016,14,-0.3
19/03/2016,15,0.3
19/03/2016,16,0.6
19/03/2016,17,-0.3
19/03/2016,18,-0.4
19/03/2016,19,-0.7
19/03/2016,20,-0.7
19/03/2016,21,-0.7
19/03/2016,22,-0.7
19/03/2016,23,-1.1
19/03/2016,24,-1.7
20/03/2016,1,-2.3
20/03/2016,2,-2.2
20/03/2016,3,-2.7
20/03/2016,4,-2.8
20/03/2016,5,-2.8
20/03/2016,6,-2.6
20/03/2016,7,-2.5
20/03/2016,8,-2.5
20/03/2016,9,-1.5
20/03/2016,10,-0.8
20/03/2016,11,-0.3
20/03/2016,12,0
20/03/2016,13,-0.2
20/03/2016,14,1.2
20/03/2016,15,2
20/03/2016,16,1.1
20/03/2016,17,1.2
20/03/2016,18,1
20/03/2016,19,0.4
20/03/2016,20,0
20/03/2016,21,0.1
20/03/2016,22,-0.3
20/03/2016,23,-0.5
20/03/2016,24,-0.6
21/03/2016,1,-1
21/03/2016,2,-1.4
21/03/2016,3,-0.9
21/03/2016,4,-1.2
21/03/2016,5,-1.7
21/03/2016,6,-1.3
21/03/2016,7,-1.1
21/03/2016,8,0
21/03/2016,9,1.1
21/03/2016,10,1.4
21/03/2016,11,2.8
21/03/2016,12,3.4
21/03/2016,13,2.7
21/03/2016,14,3
21/03/2016,15,4.7
21/03/2016,16,2.9
21/03/2016,17,3.2
21/03/2016,18,2.9
21/03/2016,19,2.3
21/03/2016,20,1.6
21/03/2016,21,1.2
21/03/2016,22,0.6
21/03/2016,23,0
21/03/2016,24,-0.1
22/03/2016,1,0.2
22/03/2016,2,-0.4
22/03/2016,3,-0.9
22/03/2016,4,-0.7
22/03/2016,5,-1
22/03/2016,6,-0.1
22/03/2016,7,0.2
22/03/2016,8,0.9
22/03/2016,9,1.7
22/03/2016,10,2.1
22/03/2016,11,2.7
22/03/2016,12,3.8
22/03/2016,13,5.2
22/03/2016,14,4.4
22/03/2016,15,4.6
22/03/2016,16,4.7
22/03/2016,17,4
22/03/2016,18,3.7
22/03/2016,19,3.3
22/03/2016,20,2.8
22/03/2016,21,2.9
22/03/2016,22,3
22/03/2016,23,3
22/03/2016,24,3.3
23/03/2016,1,3.7
23/03/2016,2,4
23/03/2016,3,4.2
23/03/2016,4,3.9
23/03/2016,5,3.8
23/03/2016,6,4.2
23/03/2016,7,4.1
23/03/2016,8,3.2
23/03/2016,9,3.3
23/03/2016,10,3.9
23/03/2016,11,4.1
23/03/2016,12,4.1
23/03/2016,13,4.2
23/03/2016,14,5
23/03/2016,15,4.3
23/03/2016,16,3.2
23/03/2016,17,3.1
23/03/2016,18,2.6
23/03/2016,19,1.6
23/03/2016,20,1.2
23/03/2016,21,1
23/03/2016,22,0.7
23/03/2016,23,0.7
23/03/2016,24,0.3
24/03/2016,1,0.1
24/03/2016,2,-0.2
24/03/2016,3,-0.3
24/03/2016,4,-0.8
24/03/2016,5,-0.9
24/03/2016,6,-0.9
24/03/2016,7,-0.9
24/03/2016,8,-1
24/03/2016,9,-1.4
24/03/2016,10,-1.3
24/03/2016,11,-1
24/03/2016,12,-0.5
24/03/2016,13,0
24/03/2016,14,-0.2
24/03/2016,15,0
24/03/2016,16,0.1
24/03/2016,17,0.3
24/03/2016,18,0.5
24/03/2016,19,0.2
24/03/2016,20,-0.4
24/03/2016,21,-0.5
24/03/2016,22,-0.6
24/03/2016,23,-0.6
24/03/2016,24,-0.1
25/03/2016,1,0.3
25/03/2016,2,0.8
25/03/2016,3,0.9
25/03/2016,4,1
25/03/2016,5,2.2
25/03/2016,6,2
25/03/2016,7,2.1
25/03/2016,8,1.3
25/03/2016,9,0.2
25/03/2016,10,-0.5
25/03/2016,11,-0.8
25/03/2016,12,-0.7
25/03/2016,13,-0.3
25/03/2016,14,0.5
25/03/2016,15,0.6
25/03/2016,16,1.2
25/03/2016,17,1.3
25/03/2016,18,1
25/03/2016,19,0.8
25/03/2016,20,0.5
25/03/2016,21,0.1
25/03/2016,22,0.2
25/03/2016,23,-0.1
25/03/2016,24,-0.7
26/03/2016,1,-0.6
26/03/2016,2,-0.6
26/03/2016,3,-0.8
26/03/2016,4,-0.8
26/03/2016,5,-1
26/03/2016,6,-0.5
26/03/2016,7,-0.2
26/03/2016,8,0.2
26/03/2016,9,0.8
26/03/2016,10,1.2
26/03/2016,11,1.7
26/03/2016,12,2.1
26/03/2016,13,3.2
26/03/2016,14,4.6
26/03/2016,15,5.1
26/03/2016,16,3.6
26/03/2016,17,3
26/03/2016,18,2.8
26/03/2016,19,2.7
26/03/2016,20,2.1
26/03/2016,21,2
26/03/2016,22,2.2
26/03/2016,23,2.1
26/03/2016,24,1.8
27/03/2016,1,1.7
27/03/2016,2,1.4
27/03/2016,3,1.5
27/03/2016,4,1.1
27/03/2016,5,1.2
27/03/2016,6,0.9
27/03/2016,7,1.5
27/03/2016,8,1.9
27/03/2016,9,3.1
27/03/2016,10,4.6
27/03/2016,11,5.5
27/03/2016,12,5.4
27/03/2016,13,5.9
27/03/2016,14,8.5
27/03/2016,15,11.8
27/03/2016,16,10.7
27/03/2016,17,9.8
27/03/2016,18,9.6
27/03/2016,19,9.5
27/03/2016,20,9.7
27/03/2016,21,10.6
27/03/2016,22,10.6
27/03/2016,23,10.5
27/03/2016,24,10.4
28/03/2016,1,10.4
28/03/2016,2,10.5
28/03/2016,3,8.3
28/03/2016,4,8.3
28/03/2016,5,8.4
28/03/2016,6,8.3
28/03/2016,7,7.6
28/03/2016,8,7.2
28/03/2016,9,7.6
28/03/2016,10,7.3
28/03/2016,11,6.8
28/03/2016,12,6.2
28/03/2016,13,6
28/03/2016,14,4.8
28/03/2016,15,4.8
28/03/2016,16,5.1
28/03/2016,17,5.2
